"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"53","Deyn","688832$12.30%688.8k","34.00%","70","54","52.64%","256.6",""
"43","Yunghelga","656497$11.72%656.5k","30.65%","69","46","57.00%","244.5",""
"47","Shelton","561213$10.02%561.2k","44.34%","70","49","81.80%","209.0",""
"62","Eighchbar","549325$9.81%549.3k","43.32%","70","63","77.80%","204.6",""
"52","Wangcake","482547$8.62%482.5k","39.69%","72","49","72.00%","179.7",""
"54","Milku","440996$7.87%441.0k","47.13%","72","47","72.37%","164.3",""
"46","Pythagorean","382085$6.82%382.1k","30.34%","71","46","42.64%","142.3",""
"18","Drgupta","373096$6.66%373.1k","37.03%","65","28","52.14%","139.0",""
"50","Tauraheim","368869$6.59%368.9k","51.36%","-","55","69.98%","137.4",""
"35","Slecht","364063$6.50%364.1k","45.63%","69","37","71.05%","135.6",""
"27","Enders","282262$5.04%282.3k","31.33%","72","24","32.15%","105.1",""
"51","Ghazan","165642$2.96%165.6k","24.40%","-","49","13.96%","61.7",""
"54","Necrohealya","19531$0.35%19.5k","16.41%","-","51","1.17%","7.3",""
"55","Bandakar","18211$0.33%18.2k","41.26%","-","54","55.70%","6.8",""
"82","Tumblebug","17372$0.31%17.4k","-","70","82","0.00%","6.5",""
"66","Akecheta","17357$0.31%17.4k","45.60%","-","65","56.85%","6.5",""
"61","Changó","17024$0.30%17.0k","40.13%","-","59","54.05%","6.3",""
"84","Ultimecia","16199$0.29%16.2k","33.80%","72","83","0.79%","6.0",""
"87","Pemberstone","15934$0.28%15.9k","39.07%","-","87","6.87%","5.9",""
"49","Flatzz","15798$0.28%15.8k","41.01%","-","49","48.95%","5.9",""
"55","Dohvyk","14788$0.26%14.8k","45.36%","-","53","51.55%","5.5",""
"82","Dryrun","13875$0.25%13.9k","-","67","81","0.92%","5.2",""
"50","Guliveris","13829$0.25%13.8k","35.94%","-","51","47.69%","5.2",""
"86","Synergy","13731$0.25%13.7k","17.05%","70","87","3.70%","5.1",""
"76","Pointed","12281$0.22%12.3k","27.97%","-","77","3.37%","4.6",""
"44","Jiera","11218$0.20%11.2k","39.90%","-","52","49.13%","4.2",""
"43","Dïrty","10173$0.18%10.2k","50.53%","63","47","41.33%","3.8",""
"79","Jáx","9711$0.17%9.7k","-","-","77","0.57%","3.6",""
"46","Crox","9536$0.17%9.5k","16.53%","-","47","2.69%","3.6",""
"90","Gaunz","9496$0.17%9.5k","2.57%","70","90","0.00%","3.5",""
"73","Kirilov","9422$0.17%9.4k","56.55%","74","72","16.34%","3.5",""
"68","Stankdik","5562$0.10%5.6k","33.27%","-","69","2.66%","2.1",""
"95","Urumettu","5378$0.10%5.4k","-","68","95","0.00%","2.0",""
"75","Spaghetties","2116$0.04%2.1k","39.02%","61","77","0.00%","0.8",""
"-","Parisshelton","2047$0.04%2.0k","-","-","-","0.00%","0.8",""
"57","Duhd","1712$0.03%1.7k","-","-","57","0.00%","0.6",""
"76","Furkinstine","1690$0.03%1.7k","-","63","73","0.00%","0.6",""
"-","Irisviiel","1225$0.02%1.2k","-","-","-","0.00%","0.5",""
