"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"50","Ultimecia","678841$4.93%678.8k","65","67","64.74%","262.4",""
"22","Overbit","606519$4.40%606.5k","-","47","62.13%","234.4",""
"30","Muhhgi","601383$4.37%601.4k","64","34","60.04%","232.5",""
"45","Jiero","584229$4.24%584.2k","66","50","59.22%","225.8",""
"22","Deadstrike","583617$4.24%583.6k","63","40","63.75%","225.6",""
"48","Cavander","579156$4.20%579.2k","65","66","50.13%","223.9",""
"24","Akecheta","576120$4.18%576.1k","63","33","61.47%","222.7",""
"41","Dietolive","569077$4.13%569.1k","63","65","50.00%","220.0",""
"17","Changó","565859$4.11%565.9k","-","19","56.55%","218.7",""
"50","Mexius","543922$3.95%543.9k","65","69","57.53%","210.2",""
"42","Valara","540288$3.92%540.3k","64","63","53.23%","208.8",""
"12","Chainguin","539364$3.92%539.4k","65","19","54.06%","208.5",""
"21","Flatzz","528517$3.84%528.5k","-","23","58.46%","204.3",""
"39","Grimseeker","525081$3.81%525.1k","66","45","66.31%","203.0",""
"14","Trii","519078$3.77%519.1k","-","19","51.10%","200.6",""
"28","Hoebowjoe","512778$3.72%512.8k","-","41","54.16%","198.2",""
"23","Saphex","474721$3.45%474.7k","-","47","45.74%","183.5",""
"19","Claudiu","455802$3.31%455.8k","65","28","44.79%","176.2",""
"17","Bandakar","426180$3.09%426.2k","-","14","71.86%","164.7",""
"28","Gonz","421798$3.06%421.8k","63","40","52.66%","163.0",""
"18","Danty","408710$2.97%408.7k","-","24","53.09%","158.0",""
"13","Kirilov","397898$2.89%397.9k","65","21","41.13%","153.8",""
"21","Dirtypantiz","397106$2.88%397.1k","-","32","45.25%","153.5",""
"29","Fossett","385093$2.80%385.1k","64","40","48.83%","148.9",""
"10","Lachupacabra","375533$2.73%375.5k","59","34","46.06%","145.2",""
"29","Peareyeuh","348162$2.53%348.2k","-","48","38.78%","134.6",""
"36","Crox","282653$2.05%282.7k","-","45","67.61%","109.3",""
"26","Darunor","204468$1.48%204.5k","-","31","54.26%","79.0",""
"97","Ghazan","93310$0.68%93.3k","65","97","11.21%","36.1",""
"93","Phugoid","19458$0.14%19.5k","66","93","2.56%","7.5",""
"66","Tazdink","17449$0.13%17.4k","63","67","2.97%","6.7",""
"95","Nakur","9651$0.07%9.7k","61","95","6.38%","3.7",""
"95","Pythagorean","2066$0.01%2.1k","65","95","0.00%","0.8",""
"91","Enders","1384$0.01%1.4k","65","90","0.59%","0.5",""
"-","Necrohealya","1080$0.01%1.1k","63","-","0.00%","0.4",""
"81","Takanu","73$0.00%73.0","61","81","0.00%","0.0",""
"99","Slecht","36$0.00%36.0","56","99","0.00%","0.0",""
