"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"52","Wangcake","675046$20.24%675.0k","43.86%","-","47","78.07%","193.2",""
"35","Deyn","593770$17.80%593.8k","35.80%","-","30","40.52%","169.9",""
"31","Pythagorean","496068$14.87%496.1k","33.70%","-","27","44.00%","142.0",""
"36","Slecht","420915$12.62%420.9k","48.37%","67","38","70.56%","120.4",""
"28","Tazdink","419145$12.57%419.1k","27.39%","-","24","39.39%","119.9",""
"31","Tauraheim","350938$10.52%350.9k","55.20%","-","41","56.55%","100.4",""
"51","Eighchbar","267883$8.03%267.9k","40.34%","-","46","38.46%","76.7",""
"89","Ultimecia","32417$0.97%32.4k","45.07%","-","89","13.81%","9.3",""
"39","Buffymctank","19432$0.58%19.4k","47.74%","-","39","50.96%","5.6",""
"63","Furckinstein","16565$0.50%16.6k","38.63%","67","60","43.09%","4.7",""
"56","Changó","10828$0.32%10.8k","37.94%","68","52","32.90%","3.1",""
"49","Bandakar","9808$0.29%9.8k","37.91%","69","44","34.89%","2.8",""
"90","Gaunz","5029$0.15%5.0k","-","-","90","0.00%","1.4",""
"72","Pointed","4277$0.13%4.3k","53.19%","-","77","2.52%","1.2",""
"71","Fossett","3923$0.12%3.9k","-","-","75","0.00%","1.1",""
"19","Crox","3558$0.11%3.6k","41.08%","-","20","0.94%","1.0",""
"71","Seadub","2780$0.08%2.8k","77.63%","-","70","0.00%","0.8",""
"21","Decimous","1828$0.05%1.8k","24.59%","63","20","11.93%","0.5",""
"-","Jiero","1470$0.04%1.5k","-","-","-","0.00%","0.4",""
