"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"27","Changó","1399177$5.10%1.40m","-","21","70.72%","310.8",""
"25","Leetwreck","1317056$4.80%1.32m","65","23","71.32%","292.5",""
"21","Dankling","1210359$4.41%1.21m","65","40","62.54%","268.8",""
"22","Deadstrike","1202535$4.38%1.20m","-","26","64.01%","267.1",""
"28","Dirtÿ","1168841$4.26%1.17m","-","30","54.86%","259.6",""
"19","Akecheta","1167835$4.26%1.17m","-","13","72.10%","259.4",""
"47","Dietolive","1160636$4.23%1.16m","-","58","67.57%","257.8",""
"31","Sur","1126210$4.10%1.13m","-","39","68.91%","250.1",""
"26","Duhd","1118436$4.08%1.12m","-","52","61.47%","248.4",""
"37","Spicyhot","1075484$3.92%1.08m","-","44","71.77%","238.9",""
"16","Hoebowjoe","1071869$3.91%1.07m","-","19","55.11%","238.1",""
"16","Kirilov","1060564$3.86%1.06m","-","24","57.17%","235.6",""
"25","Jáx","1052520$3.84%1.05m","64","49","49.33%","233.8",""
"45","Jiero","1013072$3.69%1.01m","-","51","60.36%","225.0",""
"36","Ultimecia","1005623$3.66%1.01m","-","29","57.93%","223.4",""
"14","Parisshelton","1005256$3.66%1.01m","65","25","51.91%","223.3",""
"23","Valara","940013$3.43%940.0k","-","33","53.81%","208.8",""
"11","Furckinstein","857874$3.13%857.9k","-","8","67.09%","190.5",""
"14","Guki","853705$3.11%853.7k","-","23","48.36%","189.6",""
"6","Stankdik","818853$2.98%818.9k","62","18","57.96%","181.9",""
"16","Ishney","783392$2.85%783.4k","-","18","62.27%","174.0",""
"32","Danty","769794$2.80%769.8k","-","27","71.81%","171.0",""
"53","Bandakar","765920$2.79%765.9k","-","56","79.98%","170.1",""
"36","Pemberstone","645896$2.35%645.9k","-","36","62.48%","143.5",""
"23","Guliveris","618830$2.25%618.8k","-","25","67.50%","137.4",""
"31","Crox","499513$1.82%499.5k","-","30","71.70%","110.9",""
"18","Fossett","468369$1.71%468.4k","-","18","38.24%","104.0",""
"6","Seadub","442874$1.61%442.9k","-","14","50.07%","98.4",""
"29","Darunor","426350$1.55%426.4k","-","30","60.63%","94.7",""
"96","Ghazan","264713$0.96%264.7k","-","96","28.31%","58.8",""
"96","Gonz","53299$0.19%53.3k","-","96","2.61%","11.8",""
"95","Wangcake","20277$0.07%20.3k","-","95","1.23%","4.5",""
"75","Slecht","13400$0.05%13.4k","-","78","1.96%","3.0",""
"90","Deyn","12910$0.05%12.9k","-","90","1.60%","2.9",""
"56","Eighchbar","11384$0.04%11.4k","-","57","1.10%","2.5",""
"78","Pythagorean","9179$0.03%9.2k","-","77","0.93%","2.0",""
"59","Milku","3932$0.01%3.9k","70","58","0.95%","0.9",""
"55","Ratshot","2832$0.01%2.8k","63","62","0.64%","0.6",""
"90","Enders","2738$0.01%2.7k","68","90","0.00%","0.6",""
"-","Bigblink","1419$0.01%1.4k","58","-","0.00%","0.3",""
"82","Shelton","1348$0.00%1.3k","-","83","0.00%","0.3",""
"-","Cross","2$0.00%2.0","70","-","0.00%","0.0",""
