"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"84","Duhd","1782387$5.61%1.78m","-","85","66.73%","407.1",""
"86","Idunrunnin","1641593$5.17%1.64m","-","88","57.15%","375.0",""
"62","Parisshelton","1551391$4.89%1.55m","-","63","62.57%","354.4",""
"54","Nimda","1444679$4.55%1.44m","-","68","58.49%","330.0",""
"56","Akecheta","1370531$4.32%1.37m","-","58","66.93%","313.1",""
"50","Dohvyk","1344661$4.23%1.34m","-","53","68.79%","307.2",""
"57","Stankdik","1296255$4.08%1.30m","-","56","57.93%","296.1",""
"46","Flatzz","1292021$4.07%1.29m","-","44","66.55%","295.1",""
"58","Ultimecia","1241419$3.91%1.24m","-","53","53.61%","283.6",""
"50","Muja","1234622$3.89%1.23m","73","56","60.73%","282.0",""
"48","Synergy","1214043$3.82%1.21m","-","46","55.15%","277.3",""
"52","Melven","1202594$3.79%1.20m","70","66","57.29%","274.7",""
"40","Deadstrike","1134600$3.57%1.13m","-","45","57.47%","259.2",""
"43","Hercalees","1123472$3.54%1.12m","-","53","58.17%","256.6",""
"54","Dietolive","1115721$3.51%1.12m","-","56","51.01%","254.9",""
"41","Decimous","1053364$3.32%1.05m","-","49","64.11%","240.6",""
"51","Bandakar","1033121$3.25%1.03m","-","53","63.15%","236.0",""
"74","Guliveris","1022647$3.22%1.02m","-","75","61.37%","233.6",""
"46","Furckinstein","998396$3.14%998.4k","-","44","66.06%","228.1",""
"35","Renke","967586$3.05%967.6k","-","45","56.42%","221.0",""
"59","Irisviiel","964347$3.04%964.3k","-","51","56.58%","220.3",""
"55","Garglegop","916517$2.89%916.5k","-","55","59.49%","209.4",""
"43","Olom","825020$2.60%825.0k","-","49","44.67%","188.5",""
"21","Melow","749446$2.36%749.4k","69","29","51.39%","171.2",""
"22","Ishney","745765$2.35%745.8k","-","20","51.82%","170.4",""
"84","Pemberstone","697068$2.20%697.1k","-","81","57.30%","159.2",""
"22","Seadub","593805$1.87%593.8k","-","25","32.86%","135.6",""
"29","Thoominn","549763$1.73%549.8k","-","60","40.98%","125.6",""
"31","Mortifier","510173$1.61%510.2k","-","33","56.52%","116.5",""
"94","Ghazan","49706$0.16%49.7k","-","94","3.91%","11.4",""
"89","Pythagorean","23507$0.07%23.5k","-","89","3.54%","5.4",""
"79","Shamallama","19026$0.06%19.0k","72","81","2.47%","4.3",""
"78","Slecht","10095$0.03%10.1k","71","80","1.10%","2.3",""
"65","Wangcake","10038$0.03%10.0k","77","63","2.24%","2.3",""
"74","Milku","7560$0.02%7.6k","-","73","1.27%","1.7",""
"61","Tauraheim","6894$0.02%6.9k","74","59","0.90%","1.6",""
"51","Gonz","4349$0.01%4.3k","-","57","0.72%","1.0",""
"64","Eighchbar","4022$0.01%4.0k","71","66","0.00%","0.9",""
"73","Kasako","2318$0.01%2.3k","66","75","0.00%","0.5",""
"14","Lumieux","22$0.00%22.0","72","15","0.00%","0.0",""
