"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"48","Deyn","910384$9.26%910.4k","33.13%","-","51","46.81%","206.8",""
"50","Pythagorean","909614$9.25%909.6k","34.94%","-","47","61.91%","206.6",""
"45","Drgupta","885385$9.01%885.4k","38.06%","68","60","61.45%","201.1",""
"58","Milku","846314$8.61%846.3k","52.51%","-","54","71.26%","192.3",""
"40","Wangcake","838172$8.53%838.2k","42.26%","74","38","68.40%","190.4",""
"79","Eighchbar","830978$8.45%831.0k","39.29%","71","84","71.30%","188.8",""
"70","Tauraheim","770795$7.84%770.8k","50.90%","-","72","72.73%","175.1",""
"37","Shamallama","703728$7.16%703.7k","27.86%","69","47","39.29%","159.9",""
"36","Ghazan","660004$6.72%660.0k","40.90%","-","38","41.18%","149.9",""
"32","Lumieux","645409$6.57%645.4k","40.93%","-","42","65.56%","146.6",""
"20","Necrohealya","548925$5.59%548.9k","52.94%","-","19","63.52%","124.7",""
"41","Slecht","504194$5.13%504.2k","44.56%","71","47","59.35%","114.5",""
"81","Guliveris","48925$0.50%48.9k","28.20%","-","80","47.34%","11.1",""
"80","Ultimecia","43109$0.44%43.1k","21.23%","-","80","1.87%","9.8",""
"79","Dietolive","39946$0.41%39.9k","12.99%","-","78","1.15%","9.1",""
"74","Zugshirt","39775$0.40%39.8k","2.34%","-","70","1.93%","9.0",""
"59","Decimous","39342$0.40%39.3k","32.58%","-","61","40.67%","8.9",""
"69","Flatzz","36622$0.37%36.6k","26.38%","-","68","43.53%","8.3",""
"59","Chrg","34952$0.36%35.0k","37.24%","64","63","47.18%","7.9",""
"80","Accessdenied","33972$0.35%34.0k","20.72%","68","79","4.28%","7.7",""
"78","Gaunz","33325$0.34%33.3k","2.47%","-","75","1.02%","7.6",""
"58","Akecheta","32912$0.33%32.9k","43.48%","-","58","48.90%","7.5",""
"51","Furckinstein","31981$0.33%32.0k","41.61%","-","51","46.55%","7.3",""
"56","Dohvyk","31355$0.32%31.4k","39.67%","-","56","38.45%","7.1",""
"56","Renke","27815$0.28%27.8k","38.83%","-","59","29.78%","6.3",""
"17","Kasako","27526$0.28%27.5k","9.63%","68","30","2.14%","6.3",""
"82","Pemberstone","26950$0.27%27.0k","57.20%","-","81","8.95%","6.1",""
"81","Nimda","26887$0.27%26.9k","12.49%","-","80","2.79%","6.1",""
"54","Bandakar","25824$0.26%25.8k","31.62%","-","53","34.55%","5.9",""
"74","Deadstrike","24987$0.25%25.0k","50.34%","-","74","15.89%","5.7",""
"52","Garglegop","21574$0.22%21.6k","44.14%","-","53","33.38%","4.9",""
"93","Kurtz","17361$0.18%17.4k","-","-","93","0.90%","3.9",""
"88","Muja","16245$0.17%16.2k","-","-","87","1.68%","3.7",""
"71","Mortifier","16172$0.16%16.2k","1.06%","-","71","1.04%","3.7",""
"87","Ugara","14543$0.15%14.5k","-","74","88","0.64%","3.3",""
"87","Parisshelton","14433$0.15%14.4k","-","-","87","0.00%","3.3",""
"84","Ishney","14228$0.14%14.2k","-","-","81","1.01%","3.2",""
"86","Duhd","14055$0.14%14.1k","-","72","86","0.00%","3.2",""
"83","Melven","13696$0.14%13.7k","-","-","79","0.00%","3.1",""
"82","Irisviiel","13613$0.14%13.6k","-","-","79","0.93%","3.1",""
"85","Urumettu","12515$0.13%12.5k","-","-","84","0.78%","2.8",""
