"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"82","Wangcake","47043$15.25%47.0k","41.59%","71","78","77.49%","203.0",""
"93","Eighchbar","43973$14.25%44.0k","33.73%","70","91","83.67%","189.8",""
"51","Pythagorean","31400$10.18%31.4k","24.31%","70","46","45.80%","135.5",""
"61","Shelton","27057$8.77%27.1k","52.39%","69","60","70.25%","116.8",""
"24","Yunghelga","24115$7.82%24.1k","20.35%","69","20","27.45%","104.1",""
"33","Milku","22219$7.20%22.2k","47.38%","71","22","55.93%","95.9",""
"25","Slecht","19507$6.32%19.5k","58.38%","69","20","57.36%","84.2",""
"31","Tazdink","18994$6.16%19.0k","29.13%","68","29","26.76%","82.0",""
"28","Tauraheim","16687$5.41%16.7k","60.05%","71","18","44.41%","72.0",""
"41","Necrohealya","16436$5.33%16.4k","38.61%","71","33","29.86%","70.9",""
"29","Deyn","13705$4.44%13.7k","60.63%","70","23","16.63%","59.1",""
"98","Ghazan","9415$3.05%9.4k","26.01%","71","97","8.08%","40.6",""
"99","Synergy","3253$1.05%3.3k","17.56%","67","99","7.45%","14.0",""
"-","Pemberstone","1915$0.62%1.9k","49.34%","64","-","10.94%","8.3",""
"94","Tumblebug","1728$0.56%1.7k","-","70","95","0.00%","7.5",""
"59","Bandakar","1527$0.49%1.5k","46.61%","69","54","55.46%","6.6",""
"82","Ultimecia","1504$0.49%1.5k","27.13%","72","80","13.09%","6.5",""
"79","Gaunz","1440$0.47%1.4k","-","68","80","0.00%","6.2",""
"60","Guliveris","1366$0.44%1.4k","40.38%","-","58","59.15%","5.9",""
"85","Akecheta","995$0.32%995.0","33.71%","68","84","31.56%","4.3",""
"79","Hoebowjoe","880$0.29%880.0","-","69","80","0.00%","3.8",""
"81","Decimous","828$0.27%828.0","30.48%","64","81","27.36%","3.6",""
"76","Changó","771$0.25%771.0","54.51%","68","76","32.69%","3.3",""
"76","Dohvyk","676$0.22%676.0","28.84%","70","75","30.59%","2.9",""
"69","Dïrty","578$0.19%578.0","46.92%","63","71","28.29%","2.5",""
"-","Crox","414$0.13%414.0","47.26%","69","-","9.77%","1.8",""
"56","Deadstrike","103$0.03%103.0","64.48%","69","60","0.00%","0.4",""
