"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"52","Deyn","572186$12.67%572.2k","35.12%","70","54","50.13%","255.7",""
"46","Yunghelga","569772$12.61%569.8k","23.25%","69","51","52.38%","254.7",""
"52","Shelton","482081$10.67%482.1k","48.74%","70","55","81.72%","215.5",""
"54","Wangcake","426465$9.44%426.5k","41.50%","72","51","74.00%","190.6",""
"62","Eighchbar","423349$9.37%423.3k","42.34%","70","63","72.01%","189.2",""
"55","Pythagorean","412877$9.14%412.9k","24.24%","70","58","50.26%","184.5",""
"70","Milku","333536$7.38%333.5k","51.86%","-","68","66.10%","149.1",""
"35","Slecht","278349$6.16%278.3k","49.70%","69","37","61.49%","124.4",""
"12","Drgupta","261956$5.80%262.0k","34.83%","62","29","48.85%","117.1",""
"19","Necrohealya","190631$4.22%190.6k","48.80%","71","17","47.83%","85.2",""
"16","Enders","180398$3.99%180.4k","31.06%","70","16","22.82%","80.6",""
"28","Ghazan","136065$3.01%136.1k","25.67%","-","26","14.03%","60.8",""
"71","Flatzz","21501$0.48%21.5k","35.18%","-","72","49.41%","9.6",""
"68","Akecheta","20461$0.45%20.5k","42.30%","-","67","65.14%","9.1",""
"64","Dohvyk","20030$0.44%20.0k","39.52%","-","62","62.93%","9.0",""
"60","Guliveris","17131$0.38%17.1k","42.87%","-","59","52.32%","7.7",""
"90","Dryrun","16773$0.37%16.8k","-","67","89","1.11%","7.5",""
"82","Synergy","15898$0.35%15.9k","23.87%","67","84","5.80%","7.1",""
"61","Changó","15221$0.34%15.2k","39.05%","-","59","52.23%","6.8",""
"66","Bandakar","14338$0.32%14.3k","43.01%","-","66","54.75%","6.4",""
"70","Furckinstein","14264$0.32%14.3k","43.03%","-","69","48.95%","6.4",""
"62","Tumblebug","11411$0.25%11.4k","-","71","63","0.00%","5.1",""
"50","Dïrty","11316$0.25%11.3k","53.78%","63","55","53.10%","5.1",""
"84","Kirilov","9289$0.21%9.3k","57.97%","74","83","22.22%","4.2",""
"92","Pemberstone","8930$0.20%8.9k","-","-","91","1.59%","4.0",""
"71","Pointed","8161$0.18%8.2k","38.10%","66","72","5.71%","3.6",""
"43","Crox","7335$0.16%7.3k","20.40%","-","45","1.49%","3.3",""
"71","Deadstrike","6800$0.15%6.8k","40.62%","69","73","5.95%","3.0",""
"71","Ultimecia","5955$0.13%6.0k","62.18%","72","70","0.00%","2.7",""
"70","Stankdik","5213$0.12%5.2k","34.49%","-","72","2.24%","2.3",""
"92","Jáx","5099$0.11%5.1k","-","66","91","0.00%","2.3",""
"83","Gaunz","3946$0.09%3.9k","-","69","83","0.00%","1.8",""
"37","Decimous","3932$0.09%3.9k","58.71%","65","37","18.79%","1.8",""
"-","Parisshelton","2060$0.05%2.1k","-","70","-","0.00%","0.9",""
"88","Jiero","2053$0.05%2.1k","-","-","90","0.00%","0.9",""
"-","Duhd","1840$0.04%1.8k","-","70","-","0.00%","0.8",""
"69","Seadub","932$0.02%932.0","87.46%","70","72","0.00%","0.4",""
