"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"61","Deyn","700197$12.83%700.2k","37.78%","-","63","53.50%","242.0",""
"35","Drgupta","510025$9.35%510.0k","44.08%","69","43","64.53%","176.3",""
"36","Pythagorean","480962$8.81%481.0k","37.39%","-","33","59.69%","166.2",""
"35","Wangcake","444555$8.15%444.6k","53.05%","74","32","74.32%","153.7",""
"58","Tauraheim","441014$8.08%441.0k","54.94%","-","54","74.59%","152.4",""
"39","Milku","436338$8.00%436.3k","54.62%","-","34","78.48%","150.8",""
"50","Eighchbar","400292$7.34%400.3k","46.99%","-","52","70.82%","138.4",""
"35","Shamallama","398240$7.30%398.2k","33.19%","-","42","38.46%","137.6",""
"31","Cubensis","393358$7.21%393.4k","44.43%","-","46","48.52%","136.0",""
"23","Lumieux","371691$6.81%371.7k","51.13%","-","36","70.87%","128.5",""
"27","Ghazan","360798$6.61%360.8k","43.37%","-","25","44.32%","124.7",""
"41","Slecht","300463$5.51%300.5k","56.15%","71","42","65.81%","103.8",""
"74","Nimda","21073$0.39%21.1k","22.54%","-","74","6.00%","7.3",""
"89","Kurtz","16614$0.30%16.6k","-","-","88","2.74%","5.7",""
"89","Pemberstone","16559$0.30%16.6k","46.51%","-","89","7.90%","5.7",""
"58","Bandakar","15601$0.29%15.6k","39.09%","-","60","48.58%","5.4",""
"54","Guliveris","15041$0.28%15.0k","51.43%","-","56","52.44%","5.2",""
"56","Chrg","14496$0.27%14.5k","51.76%","66","54","61.58%","5.0",""
"45","Renke","12719$0.23%12.7k","56.88%","-","46","43.63%","4.4",""
"50","Flatzz","12117$0.22%12.1k","46.18%","-","48","52.79%","4.2",""
"75","Accessdenied","11640$0.21%11.6k","35.52%","-","74","2.82%","4.0",""
"37","Furckinstein","9387$0.17%9.4k","64.49%","-","36","49.26%","3.2",""
"73","Synergy","8288$0.15%8.3k","40.82%","-","70","4.24%","2.9",""
"64","Parisshelton","8115$0.15%8.1k","-","-","64","2.45%","2.8",""
"75","Dietolive","7981$0.15%8.0k","42.48%","-","74","0.71%","2.8",""
"36","Garglegop","7888$0.14%7.9k","57.47%","-","34","30.70%","2.7",""
"75","Olom","7115$0.13%7.1k","44.97%","-","76","0.67%","2.5",""
"62","Kanku","5294$0.10%5.3k","53.15%","-","63","7.13%","1.8",""
"89","Gaunz","5021$0.09%5.0k","9.06%","71","89","0.00%","1.7",""
"50","Mortifier","4848$0.09%4.8k","59.10%","-","50","3.49%","1.7",""
"46","Muja","4664$0.09%4.7k","-","-","46","1.29%","1.6",""
"64","Deadstrike","4525$0.08%4.5k","66.48%","73","61","10.15%","1.6",""
"77","Zugshirt","4037$0.07%4.0k","-","-","73","0.62%","1.4",""
"78","Ishney","2695$0.05%2.7k","32.63%","-","79","0.00%","0.9",""
"54","Irisviiel","2492$0.05%2.5k","41.25%","-","52","0.58%","0.9",""
"81","Sepitus","339$0.01%339.0","74.72%","-","82","0.00%","0.1",""
