"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","21417$9.26%21.4k","47.10%","75","20.50%","117.9",""
"Ghazan","18141$7.84%18.1k","33.77%","70","18.02%","99.9",""
"Akecheta","16492$7.13%16.5k","24.32%","66","9.15%","90.8",""
"Changó","15349$6.63%15.3k","32.28%","68","11.81%","84.5",""
"Dohvyk","11669$5.04%11.7k","9.15%","69","12.25%","64.2",""
"Shelton","10859$4.69%10.9k","20.13%","68","20.23%","59.8",""
"Pointed","9386$4.06%9.4k","1.93%","-","5.85%","51.7",""
"Wangcake","9323$4.03%9.3k","25.45%","70","14.70%","51.3",""
"Parisshelton","9086$3.93%9.1k","9.29%","68","4.69%","50.0",""
"Duhd","8656$3.74%8.7k","15.05%","69","6.01%","47.6",""
"Ratshot","8541$3.69%8.5k","16.71%","65","4.90%","47.0",""
"Seadub","8524$3.68%8.5k","10.51%","69","4.88%","46.9",""
"Fossett","8404$3.63%8.4k","15.10%","70","0.89%","46.3",""
"Milku","8061$3.48%8.1k","7.20%","71","2.44%","44.4",""
"Stankdik","7434$3.21%7.4k","18.89%","68","3.35%","40.9",""
"Bandakar","6233$2.69%6.2k","25.69%","69","4.23%","34.3",""
"Furckinstein","5949$2.57%5.9k","36.83%","68","6.97%","32.7",""
"Eighchbar","4841$2.09%4.8k","9.82%","68","0.68%","26.6",""
"Dïrty","4795$2.07%4.8k","12.99%","65","0.00%","26.4",""
"Vannawight","4627$2.00%4.6k","14.36%","65","0.00%","25.5",""
"Synergy","3978$1.72%4.0k","17.54%","66","0.00%","21.9",""
"Tauraheim","3977$1.72%4.0k","13.47%","69","0.72%","21.9",""
"Kasako","3603$1.56%3.6k","19.11%","66","2.90%","19.8",""
"Ultimecia","3306$1.43%3.3k","14.95%","72","0.00%","18.2",""
"Jiero","3226$1.39%3.2k","32.51%","73","4.44%","17.8",""
"Pythagorean","2874$1.24%2.9k","-","70","0.00%","15.8",""
"Daxis","2345$1.01%2.3k","7.46%","65","0.00%","12.9",""
"Deadstrike","2106$0.91%2.1k","5.01%","69","0.00%","11.6",""
"Irisviiel","1654$0.71%1.7k","24.99%","68","0.00%","9.1",""
"Dirtywifeÿ","1560$0.67%1.6k","-","55","0.00%","8.6",""
"Grimtide","1474$0.64%1.5k","-","66","0.00%","8.1",""
"Ishney","1123$0.49%1.1k","42.70%","73","0.00%","6.2",""
"Tumblebug","802$0.35%802.0","66.13%","69","0.00%","4.4",""
"Dryrun","666$0.29%666.0","19.08%","63","0.00%","3.7",""
"Hoebowjoe","596$0.26%596.0","20.11%","69","0.00%","3.3",""
"Valara","291$0.13%291.0","20.49%","69","0.00%","1.6",""
