"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Danty","20947$11.81%20.9k","57.36%","65","33.64%","112.9",""
"Bandakar","20106$11.34%20.1k","46.60%","68","20.94%","108.4",""
"Cavander","18338$10.34%18.3k","17.40%","66","8.07%","98.9",""
"Muhhgi","7791$4.39%7.8k","3.96%","66","2.40%","42.0",""
"Necrohealya","6189$3.49%6.2k","1.98%","67","4.79%","33.4",""
"Drtymilk","6109$3.45%6.1k","-","58","0.00%","32.9",""
"Mexius","5998$3.38%6.0k","5.12%","64","0.00%","32.3",""
"Pemberstone","5551$3.13%5.6k","18.62%","61","4.36%","29.9",""
"Overbit","4777$2.69%4.8k","6.11%","62","0.00%","25.8",""
"Wangcake","4616$2.60%4.6k","11.18%","64","4.65%","24.9",""
"Flatzz","4608$2.60%4.6k","1.87%","64","0.00%","24.8",""
"Changó","4342$2.45%4.3k","13.95%","67","3.70%","23.4",""
"Darunor","4268$2.41%4.3k","35.37%","62","9.61%","23.0",""
"Trii","4188$2.36%4.2k","29.45%","70","0.00%","22.6",""
"Pythagorean","3790$2.14%3.8k","-","67","0.00%","20.4",""
"Jiero","3641$2.05%3.6k","13.04%","67","0.00%","19.6",""
"Dankling","3493$1.97%3.5k","5.47%","61","5.22%","18.8",""
"Slecht","3347$1.89%3.3k","-","63","0.00%","18.0",""
"Deyn","3308$1.87%3.3k","-","66","0.00%","17.8",""
"Milku","3238$1.83%3.2k","14.77%","69","1.74%","17.5",""
"Akecheta","3208$1.81%3.2k","25.67%","62","6.11%","17.3",""
"Enders","3147$1.78%3.1k","-","65","0.00%","17.0",""
"Minuteman","3143$1.77%3.1k","-","63","0.00%","16.9",""
"Dietolive","3090$1.74%3.1k","-","63","0.00%","16.7",""
"Claudiu","3052$1.72%3.1k","-","65","0.00%","16.5",""
"Ishney","2810$1.58%2.8k","14.56%","66","0.00%","15.2",""
"Eighchbar","2635$1.49%2.6k","18.92%","62","0.00%","14.2",""
"Kirilov","2309$1.30%2.3k","14.80%","65","2.61%","12.4",""
"Mogs","2244$1.27%2.2k","2.69%","61","0.00%","12.1",""
"Fossett","1970$1.11%2.0k","-","66","0.00%","10.6",""
"Gonz","1967$1.11%2.0k","-","67","0.00%","10.6",""
"Ultimecia","1839$1.04%1.8k","-","66","0.00%","9.9",""
"Ennja","1811$1.02%1.8k","-","62","0.00%","9.8",""
"Tazdink","1380$0.78%1.4k","25.00%","64","0.00%","7.4",""
"Shamallama","1363$0.77%1.4k","-","65","0.00%","7.3",""
"Deadstrike","1359$0.77%1.4k","-","65","0.00%","7.3",""
"Valara","1142$0.64%1.1k","49.98%","66","0.00%","6.2",""
"Ghazan","178$0.10%178.0","51.37%","64","0.00%","1.0",""
