"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"25","Kurtz","667963$5.13%668.0k","72","36","66.42%","357.3",""
"27","Parisshelton","655861$5.04%655.9k","70","42","63.90%","350.8",""
"49","Duhd","634015$4.87%634.0k","70","64","59.97%","339.2",""
"18","Melven","588450$4.52%588.5k","68","35","61.84%","314.8",""
"36","Kirilov","588280$4.52%588.3k","-","41","66.93%","314.7",""
"23","Jáx","585445$4.50%585.4k","71","37","56.78%","313.2",""
"29","Nimda","584595$4.49%584.6k","-","42","62.71%","312.7",""
"42","Ultimecia","584215$4.49%584.2k","-","47","56.20%","312.5",""
"34","Dietolive","582862$4.48%582.9k","-","40","53.85%","311.8",""
"47","Irisviiel","536211$4.12%536.2k","75","42","66.11%","286.8",""
"33","Akecheta","531017$4.08%531.0k","-","40","62.18%","284.1",""
"27","Dohvyk","524661$4.03%524.7k","-","26","53.36%","280.7",""
"23","Furckinstein","519651$3.99%519.7k","-","24","63.69%","278.0",""
"61","Jiero","513209$3.94%513.2k","74","61","69.45%","274.5",""
"13","Deadstrike","480493$3.69%480.5k","-","18","60.22%","257.0",""
"43","Urumettu","462541$3.55%462.5k","-","52","61.31%","247.4",""
"27","Synergy","461799$3.55%461.8k","-","36","61.46%","247.0",""
"24","Flatzz","434213$3.34%434.2k","-","29","63.23%","232.3",""
"45","Bandakar","415581$3.19%415.6k","-","55","75.84%","222.3",""
"19","Changó","409883$3.15%409.9k","-","24","56.94%","219.3",""
"52","Guliveris","365430$2.81%365.4k","-","56","72.07%","195.5",""
"21","Gaunz","348250$2.68%348.3k","-","29","40.13%","186.3",""
"14","Ishney","341828$2.63%341.8k","-","14","53.91%","182.9",""
"19","Seadub","332671$2.56%332.7k","-","22","40.83%","178.0",""
"71","Pemberstone","321858$2.47%321.9k","-","70","68.36%","172.2",""
"10","Ugara","304797$2.34%304.8k","-","15","57.01%","163.0",""
"10","Mortifier","191898$1.47%191.9k","-","16","58.41%","102.7",""
"-","Milku","15314$0.12%15.3k","-","-","0.00%","8.2",""
"93","Shamallama","10402$0.08%10.4k","-","94","5.57%","5.6",""
"90","Ghazan","8493$0.07%8.5k","-","91","1.45%","4.5",""
"95","Pythagorean","5006$0.04%5.0k","72","95","0.51%","2.7",""
"91","Lavain","3378$0.03%3.4k","-","89","1.07%","1.8",""
"84","Drgupta","2358$0.02%2.4k","67","85","0.00%","1.3",""
"95","Tauraheim","1356$0.01%1.4k","73","95","1.39%","0.7",""
"98","Lumieux","1256$0.01%1.3k","-","96","1.12%","0.7",""
"93","Slecht","452$0.00%452.0","70","94","0.54%","0.2",""
"-","Eighchbar","8$0.00%8.0","-","-","0.00%","0.0",""
