"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Bandakar","479541$19.69%479.5k","53.42%","-","56.55%","198.2",""
"Guliveris","450660$18.50%450.7k","46.03%","-","45.73%","186.2",""
"Hbar","205702$8.44%205.7k","44.36%","-","32.49%","85.0",""
"Kaldorei Elite","187607$7.70%187.6k","23.57%","-","12.93%","77.5",""
"Dohvyk","176758$7.26%176.8k","29.05%","-","19.19%","73.0",""
"Furckinstein","124731$5.12%124.7k","35.25%","71","15.95%","51.5",""
"Audient","75611$3.10%75.6k","14.52%","64","7.95%","31.2",""
"Proscribed","71717$2.94%71.7k","8.46%","65","7.21%","29.6",""
"Duhd","66288$2.72%66.3k","7.53%","70","7.20%","27.4",""
"Joeexotix","63591$2.61%63.6k","13.21%","71","6.20%","26.3",""
"Lieutenant General Andorov","62988$2.59%63.0k","19.69%","-","6.66%","26.0",""
"Gaunz","54218$2.23%54.2k","12.44%","71","4.92%","22.4",""
"Kurtz","53174$2.18%53.2k","10.67%","-","5.96%","22.0",""
"Shamallama","46772$1.92%46.8k","23.58%","67","5.17%","19.3",""
"Blazedtotem","44348$1.82%44.3k","16.95%","65","3.50%","18.3",""
"Wangcake","41593$1.71%41.6k","15.86%","74","4.32%","17.2",""
"Ugara","41166$1.69%41.2k","14.03%","67","3.35%","17.0",""
"Jiero","40858$1.68%40.9k","17.93%","-","5.56%","16.9",""
"Notz","40322$1.66%40.3k","15.25%","-","3.52%","16.7",""
"Necrohealya","38434$1.58%38.4k","13.34%","70","2.46%","15.9",""
"Rohni","37539$1.54%37.5k","11.87%","-","3.68%","15.5",""
"Irisviiel","32280$1.33%32.3k","13.42%","74","3.81%","13.3",""
