"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Bandakar","800150$26.90%800.2k","49.51%","-","68.02%","242.3",""
"Jiera","322502$10.84%322.5k","36.98%","-","32.93%","97.6",""
"Dohvyk","233188$7.84%233.2k","24.49%","69","22.72%","70.6",""
"Buffymctank","216674$7.28%216.7k","26.38%","-","24.15%","65.6",""
"Changó","190310$6.40%190.3k","28.91%","68","16.46%","57.6",""
"Akecheta","184040$6.19%184.0k","24.73%","-","21.85%","55.7",""
"Furckinstein","164979$5.55%165.0k","27.78%","68","18.58%","50.0",""
"Seadub","129009$4.34%129.0k","10.70%","71","12.66%","39.1",""
"Dietolive","116206$3.91%116.2k","8.55%","-","12.96%","35.2",""
"Hoebowjoe","82083$2.76%82.1k","11.17%","-","10.68%","24.9",""
"Deyn","68724$2.31%68.7k","18.09%","70","7.70%","20.8",""
"Funk","63932$2.15%63.9k","8.90%","66","9.11%","19.4",""
"Kasako","61469$2.07%61.5k","10.64%","-","5.20%","18.6",""
"Gaunz","60285$2.03%60.3k","13.56%","-","7.11%","18.3",""
"Dirtÿ","57606$1.94%57.6k","12.55%","72","8.23%","17.4",""
"Trolleficent","52430$1.76%52.4k","7.53%","-","10.25%","15.9",""
"Eighchbar","50217$1.69%50.2k","10.93%","69","9.58%","15.2",""
"Pythagorean","46522$1.56%46.5k","12.55%","-","6.37%","14.1",""
"Tauraheim","40564$1.36%40.6k","11.25%","-","7.16%","12.3",""
"Marrco","33771$1.14%33.8k","16.65%","67","5.81%","10.2",""
