"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Guliveris","460848$15.40%460.8k","44.20%","-","45.49%","141.7",""
"Bandakar","453295$15.14%453.3k","49.77%","73","54.01%","139.4",""
"Crox","405799$13.56%405.8k","55.50%","-","46.04%","124.8",""
"Danty","191602$6.40%191.6k","23.99%","68","22.36%","58.9",""
"Ultimecia","184739$6.17%184.7k","11.85%","72","22.45%","56.8",""
"Seadub","178027$5.95%178.0k","6.26%","69","23.10%","54.7",""
"Dïrty","152146$5.08%152.1k","19.52%","-","18.09%","46.8",""
"Stankdik","141457$4.73%141.5k","17.81%","69","17.83%","43.5",""
"Gonz","133432$4.46%133.4k","16.42%","-","18.96%","41.0",""
"Dietolive","98452$3.29%98.5k","5.08%","-","14.52%","30.3",""
"Eighchbar","83181$2.78%83.2k","14.95%","-","7.89%","25.6",""
"Necrohealya","82282$2.75%82.3k","11.73%","-","12.74%","25.3",""
"Fossett","67956$2.27%68.0k","12.28%","-","11.80%","20.9",""
"Trolleficent","64566$2.16%64.6k","10.63%","65","7.87%","19.8",""
"Furkinstine","64314$2.15%64.3k","6.09%","48","11.20%","19.8",""
"Deyn","58522$1.96%58.5k","11.70%","71","7.69%","18.0",""
"Pythagorean","57164$1.91%57.2k","11.95%","70","10.02%","17.6",""
"Slecht","40749$1.36%40.7k","18.22%","-","5.59%","12.5",""
"Dryrun","40121$1.34%40.1k","8.66%","63","7.19%","12.3",""
"Irisviiel","34384$1.15%34.4k","14.85%","71","4.53%","10.6",""
