"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","647112$11.62%647.1k","52.75%","-","60.78%","241.0",""
"Guliveris","506663$9.10%506.7k","46.09%","-","56.93%","188.7",""
"Pemberstone","488379$8.77%488.4k","48.84%","-","52.69%","181.9",""
"Bandakar","439145$7.89%439.1k","33.94%","-","40.09%","163.6",""
"Changó","272216$4.89%272.2k","29.86%","-","28.65%","101.4",""
"Jiera","259489$4.66%259.5k","20.29%","-","28.63%","96.7",""
"Dohvyk","228579$4.11%228.6k","17.99%","-","25.14%","85.1",""
"Flatzz","225483$4.05%225.5k","10.16%","-","23.94%","84.0",""
"Akecheta","225111$4.04%225.1k","13.69%","-","23.30%","83.9",""
"Dïrty","162218$2.91%162.2k","17.95%","63","19.52%","60.4",""
"Pointed","156837$2.82%156.8k","7.65%","-","20.27%","58.4",""
"Gaunz","133988$2.41%134.0k","7.73%","70","10.15%","49.9",""
"Synergy","133967$2.41%134.0k","12.41%","70","17.66%","49.9",""
"Ultimecia","124185$2.23%124.2k","6.05%","72","11.21%","46.3",""
"Stankdik","116125$2.09%116.1k","14.13%","-","16.16%","43.3",""
"Kirilov","110712$1.99%110.7k","13.31%","74","13.64%","41.2",""
"Deyn","81246$1.46%81.2k","9.09%","70","4.65%","30.3",""
"Ghazan","79882$1.44%79.9k","12.12%","-","6.58%","29.8",""
"Spaghetties","76835$1.38%76.8k","7.50%","61","6.23%","28.6",""
"Milku","71572$1.29%71.6k","17.74%","72","5.84%","26.7",""
"Drgupta","71030$1.28%71.0k","9.55%","65","7.06%","26.5",""
"Duhd","70748$1.27%70.7k","9.25%","-","5.73%","26.4",""
"Yunghelga","68978$1.24%69.0k","15.03%","69","4.27%","25.7",""
"Eighchbar","68622$1.23%68.6k","7.57%","70","5.01%","25.6",""
"Jáx","63088$1.13%63.1k","7.75%","-","2.62%","23.5",""
"Necrohealya","62766$1.13%62.8k","6.96%","-","3.90%","23.4",""
"Tauraheim","60729$1.09%60.7k","16.43%","-","3.62%","22.6",""
"Irisviiel","60473$1.09%60.5k","16.84%","-","4.37%","22.5",""
"Enders","57099$1.03%57.1k","5.65%","72","3.17%","21.3",""
"Slecht","56551$1.02%56.6k","9.65%","69","3.40%","21.1",""
"Parisshelton","54710$0.98%54.7k","3.81%","-","2.60%","20.4",""
"Tumblebug","52940$0.95%52.9k","12.10%","70","2.24%","19.7",""
"Ishney","45875$0.82%45.9k","9.90%","73","3.26%","17.1",""
"Shelton","45320$0.81%45.3k","12.96%","70","2.67%","16.9",""
"Dryrun","42355$0.76%42.4k","11.29%","67","1.96%","15.8",""
"Furkinstine","40381$0.73%40.4k","9.14%","63","3.02%","15.0",""
"Pythagorean","35463$0.64%35.5k","4.57%","71","1.70%","13.2",""
"Wangcake","35108$0.63%35.1k","10.78%","72","2.40%","13.1",""
"Urumettu","34690$0.62%34.7k","12.41%","68","1.75%","12.9",""
