"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"63","Bandakar","1402734$11.79%1.40m","69","51","85.07%","343.5",""
"62","Buffymctank","1279589$10.76%1.28m","-","69","80.19%","313.3",""
"46","Furckinstein","1094898$9.21%1.09m","67","35","66.27%","268.1",""
"72","Dietolive","1080832$9.09%1.08m","-","65","55.69%","264.7",""
"58","Gaunz","946541$7.96%946.5k","-","58","56.26%","231.8",""
"19","Trolleficent","905198$7.61%905.2k","-","29","57.57%","221.7",""
"60","Fossett","727254$6.11%727.3k","-","44","49.24%","178.1",""
"55","Guliveris","709335$5.96%709.3k","-","43","76.49%","173.7",""
"10","Drroboto","684605$5.76%684.6k","-","15","46.13%","167.6",""
"22","Scottstotts","681766$5.73%681.8k","62","50","48.51%","166.9",""
"11","Dïrty","561467$4.72%561.5k","-","11","63.76%","137.5",""
"42","Crox","557220$4.68%557.2k","-","40","69.67%","136.4",""
"13","Calixia","370476$3.11%370.5k","60","23","49.95%","90.7",""
"7","Chickenrot","358420$3.01%358.4k","-","12","30.34%","87.8",""
"4","Dirtywifeÿ","138604$1.17%138.6k","-","25","19.87%","33.9",""
"95","Pythagorean","115814$0.97%115.8k","70","94","11.48%","28.4",""
"88","Kasako","105722$0.89%105.7k","66","88","16.47%","25.9",""
"85","Slecht","88400$0.74%88.4k","-","84","18.29%","21.6",""
"-","Mad Servant","76620$0.64%76.6k","-","-","3.70%","18.8",""
"76","Deyn","4231$0.04%4.2k","-","73","0.77%","1.0",""
"92","Eighchbar","4165$0.04%4.2k","69","92","0.53%","1.0",""
"-","Younghunt","247$0.00%247.0","48","-","0.00%","0.1",""
