"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"78","Nimda","1333609$6.07%1.33m","-","87","73.00%","460.9",""
"49","Flatzz","1123047$5.11%1.12m","-","48","78.26%","388.2",""
"45","Kanku","1105402$5.03%1.11m","-","55","73.81%","382.1",""
"38","Chrg","1053197$4.80%1.05m","66","48","78.69%","364.0",""
"54","Synergy","1023983$4.66%1.02m","-","49","67.09%","353.9",""
"44","Furckinstein","925571$4.22%925.6k","-","42","65.79%","319.9",""
"33","Renke","915695$4.17%915.7k","-","52","71.61%","316.5",""
"60","Urumettu","910963$4.15%911.0k","-","59","65.31%","314.9",""
"69","Zugshirt","907187$4.13%907.2k","-","75","60.49%","313.6",""
"52","Parisshelton","890410$4.06%890.4k","-","55","58.09%","307.8",""
"39","Deadstrike","879553$4.01%879.6k","73","41","60.83%","304.0",""
"53","Dietolive","844759$3.85%844.8k","-","52","59.85%","292.0",""
"44","Muja","835388$3.80%835.4k","-","49","55.50%","288.7",""
"46","Kurtz","832256$3.79%832.3k","-","52","64.18%","287.7",""
"65","Irisviiel","830872$3.78%830.9k","-","46","63.79%","287.2",""
"20","Accessdenied","807562$3.68%807.6k","-","31","64.61%","279.1",""
"39","Gaunz","780039$3.55%780.0k","71","41","66.77%","269.6",""
"90","Pemberstone","777854$3.54%777.9k","-","88","75.34%","268.9",""
"32","Melven","744334$3.39%744.3k","-","39","59.65%","257.3",""
"56","Bandakar","741673$3.38%741.7k","-","62","81.84%","256.3",""
"52","Guliveris","721964$3.29%722.0k","-","54","72.49%","249.5",""
"37","Garglegop","658740$3.00%658.7k","-","31","57.22%","227.7",""
"34","Ishney","628839$2.86%628.8k","-","34","61.96%","217.3",""
"42","Olom","591675$2.69%591.7k","-","55","45.30%","204.5",""
"10","Sepitus","498672$2.27%498.7k","-","42","60.31%","172.4",""
"26","Mortifier","439993$2.00%440.0k","-","25","64.21%","152.1",""
"80","Pythagorean","42098$0.19%42.1k","-","80","4.21%","14.6",""
"93","Ghazan","39681$0.18%39.7k","-","93","10.16%","13.7",""
"68","Milku","26414$0.12%26.4k","-","66","3.73%","9.1",""
"91","Shamallama","23760$0.11%23.8k","-","93","0.59%","8.2",""
"95","Drgupta","12394$0.06%12.4k","69","95","0.00%","4.3",""
"-","Deyn","4776$0.02%4.8k","-","-","0.00%","1.7",""
"15","Slecht","3812$0.02%3.8k","71","11","0.72%","1.3",""
"-","Eighchbar","727$0.00%727.0","-","-","0.00%","0.3",""
"-","Tauraheim","594$0.00%594.0","-","-","0.00%","0.2",""
"-","Cubensis","209$0.00%209.0","-","-","0.00%","0.1",""
"-","Wangcake","17$0.00%17.0","74","-","0.00%","0.0",""
