"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Guliveris","1019233$10.03%1.02m","56.64%","-","44.99%","221.6",""
"Pemberstone","914033$9.00%914.0k","57.75%","-","46.44%","198.8",""
"Bandakar","709760$6.99%709.8k","54.87%","-","37.33%","154.3",""
"Mortifier","521907$5.14%521.9k","55.66%","-","30.61%","113.5",""
"Dohvyk","456394$4.49%456.4k","36.52%","-","23.02%","99.2",""
"Furckinstein","405297$3.99%405.3k","35.93%","-","24.87%","88.1",""
"Akecheta","366862$3.61%366.9k","31.53%","-","20.00%","79.8",""
"Changó","348862$3.43%348.9k","34.09%","-","19.19%","75.9",""
"Dïrty","331503$3.26%331.5k","33.89%","-","15.87%","72.1",""
"Dietolive","318421$3.13%318.4k","46.90%","-","12.39%","69.2",""
"Flatzz","315224$3.10%315.2k","28.05%","-","15.92%","68.5",""
"Gaunz","288462$2.84%288.5k","53.42%","-","14.04%","62.7",""
"Synergy","234822$2.31%234.8k","18.92%","67","11.13%","51.1",""
"Stankdik","224293$2.21%224.3k","19.42%","-","10.11%","48.8",""
"Tauraheim","216588$2.13%216.6k","25.68%","-","9.55%","47.1",""
"Ultimecia","211156$2.08%211.2k","11.79%","-","11.04%","45.9",""
"Deadstrike","210504$2.07%210.5k","19.94%","-","9.75%","45.8",""
"Deyn","203931$2.01%203.9k","20.31%","-","14.74%","44.3",""
"Kirilov","202114$1.99%202.1k","16.60%","74","13.07%","44.0",""
"Wangcake","173403$1.71%173.4k","11.91%","72","10.89%","37.7",""
"Milku","162723$1.60%162.7k","20.03%","-","12.75%","35.4",""
"Pythagorean","161300$1.59%161.3k","10.20%","-","10.55%","35.1",""
"Jiero","157475$1.55%157.5k","19.29%","-","8.67%","34.2",""
"Ghazan","156590$1.54%156.6k","24.22%","-","12.29%","34.1",""
"Irisviiel","147901$1.46%147.9k","18.60%","-","10.76%","32.2",""
"Seadub","142491$1.40%142.5k","14.38%","-","8.92%","31.0",""
"Eighchbar","139894$1.38%139.9k","12.40%","-","10.36%","30.4",""
"Necrohealya","131513$1.29%131.5k","12.85%","-","8.26%","28.6",""
"Urumettu","130144$1.28%130.1k","16.14%","-","7.71%","28.3",""
"Slecht","128560$1.27%128.6k","14.39%","70","6.84%","28.0",""
"Jáx","126942$1.25%126.9k","11.55%","-","8.24%","27.6",""
"Parisshelton","126872$1.25%126.9k","10.72%","70","6.55%","27.6",""
"Drgupta","122826$1.21%122.8k","29.03%","68","7.75%","26.7",""
"Duhd","121883$1.20%121.9k","9.22%","70","6.71%","26.5",""
"Dryrun","110113$1.08%110.1k","13.20%","70","5.88%","23.9",""
"Lumieux","108609$1.07%108.6k","12.67%","63","6.28%","23.6",""
"Ishney","105611$1.04%105.6k","27.01%","-","6.49%","23.0",""
"Ugara","102594$1.01%102.6k","14.28%","63","6.32%","22.3",""
"Melven","101035$0.99%101.0k","14.23%","62","7.43%","22.0",""
