"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"83","Duhd","1751879$5.65%1.75m","72","90","68.63%","398.0",""
"50","Nimda","1493569$4.82%1.49m","-","69","63.66%","339.3",""
"60","Parisshelton","1462260$4.71%1.46m","-","67","66.09%","332.2",""
"68","Kurtz","1429683$4.61%1.43m","-","78","65.54%","324.8",""
"49","Akecheta","1413795$4.56%1.41m","-","52","69.55%","321.2",""
"55","Melven","1378627$4.44%1.38m","-","73","64.91%","313.2",""
"52","Muja","1372217$4.42%1.37m","-","63","64.39%","311.7",""
"40","Flatzz","1366137$4.40%1.37m","-","42","67.21%","310.4",""
"44","Furckinstein","1311843$4.23%1.31m","-","48","73.26%","298.0",""
"37","Dohvyk","1295157$4.18%1.30m","-","41","68.74%","294.2",""
"38","Chrg","1159464$3.74%1.16m","64","60","61.65%","263.4",""
"27","Deadstrike","1133162$3.65%1.13m","-","38","63.16%","257.4",""
"49","Zugshirt","1129480$3.64%1.13m","-","70","54.20%","256.6",""
"66","Guliveris","1095326$3.53%1.10m","-","67","63.87%","248.8",""
"45","Dietolive","1068667$3.45%1.07m","-","47","56.05%","242.8",""
"44","Ultimecia","1058398$3.41%1.06m","-","41","51.47%","240.4",""
"43","Gaunz","993595$3.20%993.6k","-","51","54.65%","225.7",""
"49","Irisviiel","952024$3.07%952.0k","-","37","60.59%","216.3",""
"26","Decimous","942429$3.04%942.4k","-","32","65.11%","214.1",""
"18","Accessdenied","903074$2.91%903.1k","68","30","52.93%","205.2",""
"51","Garglegop","889510$2.87%889.5k","-","50","63.48%","202.1",""
"30","Urumettu","881260$2.84%881.3k","-","35","54.64%","200.2",""
"27","Bandakar","866065$2.79%866.1k","-","33","60.71%","196.8",""
"20","Renke","853592$2.75%853.6k","-","37","59.23%","193.9",""
"83","Pemberstone","723881$2.33%723.9k","-","80","63.43%","164.4",""
"17","Ugara","677598$2.18%677.6k","74","17","55.09%","153.9",""
"15","Ishney","655811$2.11%655.8k","-","17","56.69%","149.0",""
"31","Mortifier","565054$1.82%565.1k","-","33","62.75%","128.4",""
"98","Ghazan","50496$0.16%50.5k","-","98","3.13%","11.5",""
"94","Necrohealya","42860$0.14%42.9k","-","94","4.70%","9.7",""
"81","Pythagorean","20233$0.07%20.2k","-","81","2.98%","4.6",""
"89","Slecht","19311$0.06%19.3k","71","91","2.42%","4.4",""
"80","Shamallama","15168$0.05%15.2k","69","83","4.42%","3.4",""
"60","Wangcake","10904$0.04%10.9k","74","59","1.31%","2.5",""
"73","Drgupta","8825$0.03%8.8k","68","77","1.19%","2.0",""
"95","Kasako","7266$0.02%7.3k","68","96","0.82%","1.7",""
"55","Eighchbar","4025$0.01%4.0k","71","56","0.68%","0.9",""
"56","Milku","3594$0.01%3.6k","-","55","0.00%","0.8",""
"45","Lumieux","3567$0.01%3.6k","-","50","1.51%","0.8",""
"41","Deyn","3206$0.01%3.2k","-","44","0.00%","0.7",""
"69","Tauraheim","2565$0.01%2.6k","-","69","0.69%","0.6",""
