"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"25","Impervious","426038$4.90%426.0k","64","23","66.46%","271.7",""
"20","Mogs","407547$4.69%407.5k","63","50","52.41%","259.9",""
"12","Overbit","382807$4.41%382.8k","63","31","68.86%","244.2",""
"19","Flatzz","380319$4.38%380.3k","-","16","70.04%","242.6",""
"12","Changó","376982$4.34%377.0k","-","8","55.68%","240.4",""
"10","Dirtÿ","375752$4.32%375.8k","-","25","53.94%","239.7",""
"7","Chainguin","359794$4.14%359.8k","-","12","56.23%","229.5",""
"12","Akecheta","359408$4.14%359.4k","-","11","65.45%","229.2",""
"13","Deadstrike","358349$4.12%358.3k","65","25","62.42%","228.6",""
"11","Slybanana","358066$4.12%358.1k","63","27","69.73%","228.4",""
"21","Dietolive","338471$3.90%338.5k","-","33","57.07%","215.9",""
"35","Bandakar","334179$3.85%334.2k","-","35","78.09%","213.1",""
"13","Kirilov","328333$3.78%328.3k","65","22","51.91%","209.4",""
"14","Ultimecia","322588$3.71%322.6k","67","19","54.40%","205.7",""
"11","Trii","317345$3.65%317.3k","69","12","52.75%","202.4",""
"17","Valara","315577$3.63%315.6k","-","34","55.20%","201.3",""
"8","Hoebowjoe","307922$3.54%307.9k","-","16","44.66%","196.4",""
"21","Mexius","295195$3.40%295.2k","-","34","47.71%","188.3",""
"32","Jiero","294950$3.39%295.0k","-","37","52.83%","188.1",""
"10","Dankling","290348$3.34%290.3k","61","33","49.05%","185.2",""
"37","Cavander","275613$3.17%275.6k","-","46","43.21%","175.8",""
"30","Pemberstone","219592$2.53%219.6k","-","30","62.34%","140.1",""
"28","Darunor","215235$2.48%215.2k","-","28","73.38%","137.3",""
"9","Urumettu","211465$2.43%211.5k","67","10","49.08%","134.9",""
"8","Claudiu","197402$2.27%197.4k","65","12","38.07%","125.9",""
"22","Danty","193628$2.23%193.6k","-","24","63.61%","123.5",""
"11","Fossett","188920$2.17%188.9k","66","13","34.83%","120.5",""
"17","Crox","140480$1.62%140.5k","-","16","60.92%","89.6",""
"55","Ghazan","60851$0.70%60.9k","-","55","34.05%","38.8",""
"-","Pythagorean","19212$0.22%19.2k","67","-","0.62%","12.3",""
"97","Gonz","16775$0.19%16.8k","67","97","2.47%","10.7",""
"95","Tazdink","6122$0.07%6.1k","-","95","0.75%","3.9",""
"96","Wangcake","4688$0.05%4.7k","-","96","1.62%","3.0",""
"85","Necrohealya","3405$0.04%3.4k","-","90","2.62%","2.2",""
"97","Slecht","2515$0.03%2.5k","64","97","2.03%","1.6",""
"87","Enders","1814$0.02%1.8k","66","89","0.54%","1.2",""
"98","Eighchbar","1027$0.01%1.0k","-","97","0.87%","0.7",""
"95","Milku","476$0.01%476.0","-","95","0.00%","0.3",""
"96","Deyn","185$0.00%185.0","-","96","0.00%","0.1",""
