"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"76","Dohvyk","533369$11.84%533.4k","-","70","82.44%","423.1",""
"91","Nimda","479196$10.64%479.2k","69","94","67.89%","380.1",""
"62","Synergy","422629$9.38%422.6k","-","52","72.07%","335.2",""
"78","Gaunz","389933$8.66%389.9k","74","64","55.85%","309.3",""
"88","Duhd","365207$8.11%365.2k","-","76","44.20%","289.7",""
"75","Irisviiel","356830$7.92%356.8k","76","52","67.77%","283.0",""
"25","Melven","334287$7.42%334.3k","70","28","56.44%","265.2",""
"51","Furckinstein","332449$7.38%332.4k","-","38","70.36%","263.7",""
"80","Hbar","312529$6.94%312.5k","65","85","67.40%","247.9",""
"78","Guliveris","311949$6.93%311.9k","78","77","83.53%","247.4",""
"53","Hercalees","256867$5.70%256.9k","-","47","67.76%","203.8",""
"30","Mortifier","190085$4.22%190.1k","-","25","76.44%","150.8",""
"38","Drgupta","159838$3.55%159.8k","-","21","41.88%","126.8",""
"94","Kasako","41119$0.91%41.1k","67","94","25.96%","32.6",""
"87","Pythagorean","9275$0.21%9.3k","75","87","1.98%","7.4",""
"96","Slecht","8943$0.20%8.9k","71","96","5.69%","7.1",""
