"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Pemberstone","1649466$11.34%1.65m","59.75%","-","40.77%","236.2",""
"Guliveris","1503413$10.33%1.50m","55.16%","-","38.16%","215.3",""
"Mortifier","710811$4.89%710.8k","54.24%","-","27.92%","101.8",""
"Garglegop","709010$4.87%709.0k","47.83%","-","23.52%","101.5",""
"Furckinstein","604981$4.16%605.0k","32.25%","-","16.85%","86.6",""
"Akecheta","545723$3.75%545.7k","27.50%","-","15.29%","78.1",""
"Gaunz","545581$3.75%545.6k","50.41%","-","10.69%","78.1",""
"Decimous","536583$3.69%536.6k","41.46%","-","18.52%","76.8",""
"Flatzz","529239$3.64%529.2k","33.79%","-","18.05%","75.8",""
"Lexzie","418914$2.88%418.9k","26.55%","-","13.71%","60.0",""
"Dohvyk","398668$2.74%398.7k","29.29%","-","11.20%","57.1",""
"Synergy","354089$2.43%354.1k","22.28%","-","9.09%","50.7",""
"Kirilov","349992$2.41%350.0k","17.71%","74","8.33%","50.1",""
"Chrg","339508$2.33%339.5k","12.23%","62","8.37%","48.6",""
"Deadstrike","335431$2.31%335.4k","20.39%","-","8.26%","48.0",""
"Nimda","324531$2.23%324.5k","18.03%","-","10.90%","46.5",""
"Tauraheim","256254$1.76%256.3k","15.56%","-","7.67%","36.7",""
"Ultimecia","254759$1.75%254.8k","32.14%","-","6.83%","36.5",""
"Slecht","236143$1.62%236.1k","10.43%","70","6.54%","33.8",""
"Lumieux","231564$1.59%231.6k","8.14%","-","6.34%","33.2",""
"Seadub","230461$1.58%230.5k","8.53%","-","6.40%","33.0",""
"Deyn","226000$1.55%226.0k","16.79%","71","7.03%","32.4",""
"Duhd","220437$1.52%220.4k","9.89%","72","6.17%","31.6",""
"Necrohealya","212747$1.46%212.7k","10.46%","-","7.07%","30.5",""
"Lavain","212727$1.46%212.7k","10.53%","70","3.91%","30.5",""
"Milku","207023$1.42%207.0k","18.66%","-","5.66%","29.6",""
"Shamallama","204003$1.40%204.0k","19.65%","69","7.94%","29.2",""
"Irisviiel","202813$1.39%202.8k","17.70%","-","5.35%","29.0",""
"Drgupta","199422$1.37%199.4k","17.59%","-","6.99%","28.6",""
"Wangcake","197168$1.36%197.2k","8.87%","-","5.29%","28.2",""
"Jáx","196837$1.35%196.8k","9.58%","-","3.86%","28.2",""
"Ishney","194480$1.34%194.5k","21.36%","-","9.06%","27.8",""
"Ghazan","194371$1.34%194.4k","22.38%","-","7.98%","27.8",""
"Eighchbar","186594$1.28%186.6k","9.16%","-","6.07%","26.7",""
"Parisshelton","173447$1.19%173.4k","11.67%","74","5.37%","24.8",""
"Pythagorean","166964$1.15%167.0k","13.88%","-","4.12%","23.9",""
"Urumettu","162264$1.12%162.3k","17.68%","-","5.49%","23.2",""
"Melven","153930$1.06%153.9k","13.82%","-","4.85%","22.0",""
"Ugara","144147$0.99%144.1k","17.95%","-","6.38%","20.6",""
"Kasako","26376$0.18%26.4k","17.81%","66","0.00%","3.8",""
