"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"69","Dohvyk","1250806$5.74%1.25m","-","67","80.38%","471.5",""
"71","Nimda","1242519$5.70%1.24m","69","78","69.01%","468.3",""
"64","Akecheta","1165278$5.34%1.17m","-","60","76.94%","439.2",""
"75","Duhd","1096553$5.03%1.10m","73","73","57.33%","413.3",""
"56","Flatzz","1054101$4.84%1.05m","-","58","74.68%","397.3",""
"62","Synergy","1015409$4.66%1.02m","-","59","70.62%","382.7",""
"62","Furckinstein","992590$4.55%992.6k","-","60","76.07%","374.1",""
"41","Parisshelton","956102$4.39%956.1k","-","45","57.59%","360.4",""
"53","Ultimecia","853851$3.92%853.9k","-","43","63.87%","321.8",""
"34","Muja","834699$3.83%834.7k","-","36","57.36%","314.6",""
"49","Gaunz","773620$3.55%773.6k","-","40","60.69%","291.6",""
"36","Deadstrike","768294$3.52%768.3k","-","38","54.85%","289.6",""
"46","Urumettu","762022$3.50%762.0k","-","43","63.19%","287.2",""
"54","Dietolive","756058$3.47%756.1k","72","52","54.26%","285.0",""
"52","Irisviiel","750239$3.44%750.2k","-","34","68.21%","282.8",""
"42","Guliveris","730536$3.35%730.5k","-","48","71.50%","275.4",""
"24","Melven","699357$3.21%699.4k","-","33","56.63%","263.6",""
"16","Accessdenied","692120$3.17%692.1k","-","20","63.95%","260.9",""
"28","Melow","666555$3.06%666.6k","68","38","58.33%","251.2",""
"62","Bandakar","648448$2.97%648.4k","-","67","79.40%","244.4",""
"44","Garglegop","637393$2.92%637.4k","-","39","70.21%","240.3",""
"27","Renke","611282$2.80%611.3k","-","39","59.86%","230.4",""
"49","Olom","601770$2.76%601.8k","-","59","56.57%","226.8",""
"20","Sepitus","588198$2.70%588.2k","-","35","57.82%","221.7",""
"28","Ishney","577531$2.65%577.5k","-","29","59.44%","217.7",""
"78","Pemberstone","572614$2.63%572.6k","-","74","71.31%","215.8",""
"17","Mortifier","383343$1.76%383.3k","-","16","60.27%","144.5",""
"80","Ghazan","33117$0.15%33.1k","-","80","3.48%","12.5",""
"99","Slecht","21791$0.10%21.8k","71","99","0.52%","8.2",""
"80","Pythagorean","20227$0.09%20.2k","-","80","2.28%","7.6",""
"89","Necrohealya","16124$0.07%16.1k","75","88","0.70%","6.1",""
"94","Shamallama","15922$0.07%15.9k","-","95","0.00%","6.0",""
"96","Milku","9616$0.04%9.6k","-","96","2.33%","3.6",""
"-","Tauraheim","2292$0.01%2.3k","73","-","0.50%","0.9",""
"-","Nanahanapan","409$0.00%409.0","-","-","0.00%","0.2",""
"74","Wangcake","403$0.00%403.0","74","74","0.00%","0.2",""
"99","Eighchbar","251$0.00%251.0","-","99","0.00%","0.1",""
