"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","1071777$11.89%1.07m","62.48%","-","59.23%","260.9",""
"Bandakar","1002093$11.12%1.00m","54.47%","-","48.66%","244.0",""
"Danty","842583$9.35%842.6k","49.68%","-","42.97%","205.1",""
"Pemberstone","458811$5.09%458.8k","47.56%","-","36.50%","111.7",""
"Guliveris","376518$4.18%376.5k","41.51%","-","27.41%","91.7",""
"Akecheta","343537$3.81%343.5k","17.60%","-","27.95%","83.6",""
"Flatzz","328406$3.64%328.4k","23.30%","-","26.10%","79.9",""
"Furckinstein","309927$3.44%309.9k","19.47%","65","25.96%","75.5",""
"Dankling","243852$2.71%243.9k","16.79%","-","21.06%","59.4",""
"Deadstrike","225109$2.50%225.1k","24.85%","-","22.66%","54.8",""
"Kirilov","204566$2.27%204.6k","21.56%","-","19.47%","49.8",""
"Ultimecia","174606$1.94%174.6k","15.08%","70","13.24%","42.5",""
"Dirtÿ","168449$1.87%168.4k","16.99%","-","14.45%","41.0",""
"Dietolive","146124$1.62%146.1k","13.31%","-","14.68%","35.6",""
"Ghazan","143051$1.59%143.1k","23.60%","-","12.15%","34.8",""
"Hoebowjoe","142669$1.58%142.7k","19.08%","-","14.53%","34.7",""
"Guki","135337$1.50%135.3k","17.29%","65","12.35%","32.9",""
"Parisshelton","131646$1.46%131.6k","13.40%","-","12.66%","32.0",""
"Jáx","130929$1.45%130.9k","14.73%","63","12.10%","31.9",""
"Deyn","130792$1.45%130.8k","20.20%","-","11.57%","31.8",""
"Enders","130134$1.44%130.1k","17.17%","68","11.90%","31.7",""
"Jiero","129725$1.44%129.7k","23.20%","-","16.03%","31.6",""
"Duhd","129271$1.43%129.3k","9.99%","62","10.75%","31.5",""
"Seadub","122873$1.36%122.9k","10.74%","-","10.15%","29.9",""
"Fossett","122569$1.36%122.6k","14.43%","-","11.41%","29.8",""
"Milku","122550$1.36%122.6k","16.07%","-","9.74%","29.8",""
"Spicyhot","119989$1.33%120.0k","19.72%","-","13.72%","29.2",""
"Gonz","119265$1.32%119.3k","21.18%","67","11.13%","29.0",""
"Tazdink","116539$1.29%116.5k","20.07%","-","8.79%","28.4",""
"Sur","115956$1.29%116.0k","18.54%","64","10.89%","28.2",""
"Necrohealya","112353$1.25%112.4k","13.56%","-","9.66%","27.4",""
"Shelton","110883$1.23%110.9k","12.13%","61","9.05%","27.0",""
"Wangcake","108533$1.20%108.5k","21.72%","-","8.81%","26.4",""
"Pythagorean","108169$1.20%108.2k","14.53%","-","10.07%","26.3",""
"Eighchbar","103562$1.15%103.6k","9.99%","-","9.40%","25.2",""
"Yunghelga","99343$1.10%99.3k","24.89%","62","10.02%","24.2",""
"Urumettu","99320$1.10%99.3k","23.04%","-","10.80%","24.2",""
"Ishney","95350$1.06%95.4k","26.43%","71","10.86%","23.2",""
"Valara","93879$1.04%93.9k","16.02%","-","9.24%","22.9",""
"Slecht","93367$1.04%93.4k","9.25%","65","6.93%","22.7",""
"Razorgore the Untamed","47194$0.52%47.2k","-","-","1.17%","11.5",""
