"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","860136$12.97%860.1k","57.31%","-","52.08%","248.2",""
"Bandakar","735373$11.09%735.4k","52.97%","-","49.95%","212.2",""
"Pemberstone","641782$9.68%641.8k","51.42%","-","36.02%","185.2",""
"Guliveris","493430$7.44%493.4k","46.81%","-","34.61%","142.4",""
"Akecheta","252581$3.81%252.6k","21.27%","-","22.38%","72.9",""
"Danty","211581$3.19%211.6k","16.78%","-","18.06%","61.1",""
"Changó","209927$3.17%209.9k","19.93%","-","17.83%","60.6",""
"Dohvyk","197072$2.97%197.1k","19.85%","-","19.30%","56.9",""
"Furckinstein","195092$2.94%195.1k","17.73%","-","19.69%","56.3",""
"Deadstrike","153274$2.31%153.3k","19.26%","-","15.21%","44.2",""
"Seadub","141635$2.14%141.6k","12.56%","-","13.08%","40.9",""
"Stankdik","134834$2.03%134.8k","15.27%","67","13.78%","38.9",""
"Kirilov","128590$1.94%128.6k","17.39%","-","11.78%","37.1",""
"Dankling","127651$1.92%127.7k","15.65%","-","10.72%","36.8",""
"Jiero","122014$1.84%122.0k","23.21%","-","12.91%","35.2",""
"Hoebowjoe","120740$1.82%120.7k","17.98%","-","13.26%","34.8",""
"Jáx","117766$1.78%117.8k","13.68%","-","11.37%","34.0",""
"Dirtÿ","114939$1.73%114.9k","13.03%","-","9.83%","33.2",""
"Smitty","103238$1.56%103.2k","10.08%","67","10.30%","29.8",""
"Ultimecia","100757$1.52%100.8k","16.08%","-","8.77%","29.1",""
"Dietolive","99444$1.50%99.4k","9.02%","-","8.65%","28.7",""
"Gaunz","93110$1.40%93.1k","14.64%","-","6.93%","26.9",""
"Fossett","90360$1.36%90.4k","9.53%","-","7.32%","26.1",""
"Parisshelton","88734$1.34%88.7k","16.69%","-","9.46%","25.6",""
"Ghazan","86429$1.30%86.4k","23.23%","-","7.20%","24.9",""
"Milku","76880$1.16%76.9k","17.22%","-","7.61%","22.2",""
"Ratshot","76856$1.16%76.9k","3.27%","61","6.89%","22.2",""
"Deyn","76293$1.15%76.3k","16.81%","-","7.81%","22.0",""
"Tauraheim","70377$1.06%70.4k","19.82%","-","6.01%","20.3",""
"Shelton","69571$1.05%69.6k","9.22%","66","6.30%","20.1",""
"Pythagorean","68373$1.03%68.4k","13.36%","-","5.61%","19.7",""
"Valara","66337$1.00%66.3k","16.43%","-","8.27%","19.1",""
"Enders","59570$0.90%59.6k","20.24%","-","7.04%","17.2",""
"Wangcake","59247$0.89%59.2k","14.52%","-","5.42%","17.1",""
"Yunghelga","59168$0.89%59.2k","20.23%","-","6.39%","17.1",""
"Ishney","58554$0.88%58.6k","15.54%","-","7.10%","16.9",""
"Irisviiel","58036$0.88%58.0k","11.50%","-","4.89%","16.7",""
"Slecht","55191$0.83%55.2k","19.59%","67","5.47%","15.9",""
"Eighchbar","49039$0.74%49.0k","12.72%","-","4.41%","14.2",""
"Marrco","46362$0.70%46.4k","20.86%","-","6.40%","13.4",""
"Razorgore the Untamed","40123$0.61%40.1k","-","-","0.00%","11.6",""
"Buffymctank","20574$0.31%20.6k","6.92%","64","0.60%","5.9",""
"Terylseven","285$0.00%285.0","18.80%","47","0.00%","0.1",""
"Navamagus","49$0.00%49.0","14.04%","30","0.00%","0.0",""
