"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"56","Deyn","630302$21.44%630.3k","41.64%","71","45","72.12%","193.5",""
"60","Eighchbar","540656$18.39%540.7k","33.99%","-","57","74.84%","166.0",""
"43","Pythagorean","470394$16.00%470.4k","26.97%","-","39","50.76%","144.4",""
"39","Gonz","453884$15.44%453.9k","29.73%","-","36","37.09%","139.4",""
"49","Tauraheim","381341$12.97%381.3k","47.84%","-","44","59.95%","117.1",""
"40","Tazdink","370808$12.62%370.8k","32.94%","69","36","39.84%","113.9",""
"68","Bandakar","24002$0.82%24.0k","25.98%","73","70","53.63%","7.4",""
"62","Buffymctank","16701$0.57%16.7k","47.62%","-","61","43.37%","5.1",""
"47","Dïrty","12921$0.44%12.9k","51.57%","-","48","42.90%","4.0",""
"67","Guliveris","11650$0.40%11.7k","38.53%","-","61","28.34%","3.6",""
"80","Dietolive","10400$0.35%10.4k","21.79%","-","80","0.00%","3.2",""
"79","Trolleficent","9125$0.31%9.1k","-","-","77","1.51%","2.8",""
"73","Seadub","4570$0.16%4.6k","65.54%","70","73","6.91%","1.4",""
"87","Furkinstine","1842$0.06%1.8k","-","49","-","0.00%","0.6",""
"-","Parisshelton","720$0.02%720.0","-","69","-","0.00%","0.2",""
