"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"80","Jiero","86189$6.11%86.2k","-","84","84.76%","340.8",""
"72","Ultimecia","78129$5.54%78.1k","70","62","86.30%","308.9",""
"69","Sur","77908$5.53%77.9k","64","93","82.29%","308.0",""
"62","Ishney","62629$4.44%62.6k","69","64","67.93%","247.6",""
"52","Akecheta","62629$4.44%62.6k","66","46","76.67%","247.6",""
"50","Valara","59454$4.22%59.5k","67","56","62.08%","235.1",""
"54","Dankling","57745$4.10%57.7k","64","82","62.43%","228.3",""
"46","Duhd","56671$4.02%56.7k","62","80","73.11%","224.1",""
"43","Deadstrike","54748$3.88%54.7k","69","41","72.23%","216.5",""
"37","Urumettu","53970$3.83%54.0k","67","41","62.54%","213.4",""
"74","Pemberstone","53163$3.77%53.2k","-","82","64.16%","210.2",""
"38","Hoebowjoe","52925$3.75%52.9k","67","41","60.88%","209.3",""
"52","Leetwreck","52202$3.70%52.2k","65","54","65.62%","206.4",""
"41","Danty","51856$3.68%51.9k","-","36","61.15%","205.0",""
"25","Gaunz","49658$3.52%49.7k","63","50","62.44%","196.3",""
"49","Dohvyk","48650$3.45%48.7k","60","83","58.26%","192.4",""
"37","Flatzz","45910$3.26%45.9k","-","31","66.56%","181.5",""
"26","Kirilov","44119$3.13%44.1k","66","36","48.25%","174.4",""
"37","Changó","43983$3.12%44.0k","67","27","59.29%","173.9",""
"39","Dirtÿ","43202$3.06%43.2k","67","43","47.23%","170.8",""
"42","Bandakar","42727$3.03%42.7k","71","30","72.50%","168.9",""
"39","Fossett","38335$2.72%38.3k","67","37","53.23%","151.6",""
"19","Parisshelton","38010$2.70%38.0k","58","54","53.96%","150.3",""
"19","Smitty","35589$2.52%35.6k","56","64","46.93%","140.7",""
"26","Crox","32643$2.32%32.6k","68","22","73.90%","129.1",""
"42","Guliveris","26655$1.89%26.7k","65","66","47.40%","105.4",""
"19","Ghazan","24464$1.74%24.5k","72","13","43.74%","96.7",""
"98","Necrohealya","12687$0.90%12.7k","70","97","32.56%","50.2",""
"4","Furckinstein","10940$0.78%10.9k","66","3","67.70%","43.3",""
"95","Enders","8077$0.57%8.1k","68","95","19.11%","31.9",""
"75","Pythagorean","2061$0.15%2.1k","69","75","17.95%","8.1",""
"73","Wangcake","1787$0.13%1.8k","69","73","7.04%","7.1",""
"60","Eighchbar","277$0.02%277.0","66","63","0.00%","1.1",""
