"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"79","Milku","477562$12.04%477.6k","50.63%","-","76","76.00%","239.3",""
"67","Wangcake","473338$11.94%473.3k","37.17%","73","68","79.34%","237.2",""
"43","Drgupta","434822$10.96%434.8k","35.45%","67","61","60.92%","217.9",""
"68","Eighchbar","401273$10.12%401.3k","38.50%","-","73","73.22%","201.1",""
"49","Necrohealya","392200$9.89%392.2k","36.14%","70","58","73.88%","196.5",""
"38","Ghazan","361494$9.12%361.5k","34.52%","71","44","57.18%","181.1",""
"59","Slecht","324752$8.19%324.8k","46.18%","70","68","76.72%","162.7",""
"69","Tauraheim","324218$8.18%324.2k","48.36%","-","71","70.13%","162.5",""
"26","Lavain","237778$6.00%237.8k","47.36%","66","40","50.64%","119.1",""
"19","Lumieux","228009$5.75%228.0k","44.73%","65","35","55.68%","114.2",""
"79","Guliveris","25985$0.66%26.0k","26.44%","-","78","46.98%","13.0",""
"79","Kirilov","25725$0.65%25.7k","31.17%","74","78","23.45%","12.9",""
"77","Changó","23618$0.60%23.6k","31.57%","-","77","52.77%","11.8",""
"90","Pemberstone","22311$0.56%22.3k","20.18%","-","90","5.51%","11.2",""
"61","Bandakar","20361$0.51%20.4k","18.26%","-","61","33.24%","10.2",""
"55","Dohvyk","20155$0.51%20.2k","28.20%","-","55","44.22%","10.1",""
"59","Akecheta","17870$0.45%17.9k","40.30%","-","59","55.29%","9.0",""
"57","Furckinstein","17595$0.44%17.6k","31.98%","-","57","45.81%","8.8",""
"59","Flatzz","16637$0.42%16.6k","15.83%","-","63","34.29%","8.3",""
"85","Stankdik","16437$0.41%16.4k","-","72","85","1.76%","8.2",""
"99","Gaunz","12549$0.32%12.5k","-","-","99","0.70%","6.3",""
"90","Ugara","11633$0.29%11.6k","-","67","89","1.16%","5.8",""
"76","Deadstrike","10295$0.26%10.3k","-","-","79","0.54%","5.2",""
"39","Dïrty","10191$0.26%10.2k","40.50%","-","44","29.10%","5.1",""
"50","Mortifier","9502$0.24%9.5k","6.74%","-","52","0.98%","4.8",""
"88","Jiero","8194$0.21%8.2k","-","-","90","1.01%","4.1",""
"94","Kurtz","8163$0.21%8.2k","5.77%","72","94","0.00%","4.1",""
"77","Dietolive","7536$0.19%7.5k","20.51%","71","76","0.00%","3.8",""
"96","Jáx","5926$0.15%5.9k","-","69","94","0.00%","3.0",""
"94","Urumettu","5390$0.14%5.4k","-","72","95","0.00%","2.7",""
"94","Ishney","5341$0.13%5.3k","-","74","95","0.00%","2.7",""
"95","Melven","4802$0.12%4.8k","-","65","86","0.00%","2.4",""
"-","Parisshelton","2116$0.05%2.1k","-","70","-","0.00%","1.1",""
"-","Irisviiel","1962$0.05%2.0k","-","-","-","0.00%","1.0",""
