"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"65","Duhd","965025$4.79%965.0k","66","78","62.58%","300.2",""
"56","Parisshelton","848040$4.21%848.0k","68","59","50.74%","263.8",""
"34","Buffymctank","838137$4.16%838.1k","64","38","65.02%","260.8",""
"46","Gaunz","831936$4.13%831.9k","67","55","64.51%","258.8",""
"39","Flatzz","829866$4.12%829.9k","-","40","71.19%","258.2",""
"31","Dohvyk","813292$4.04%813.3k","-","24","69.08%","253.0",""
"60","Dirtÿ","810113$4.02%810.1k","72","46","51.16%","252.0",""
"37","Hoebowjoe","808497$4.01%808.5k","68","36","54.62%","251.5",""
"39","Akecheta","807658$4.01%807.7k","-","35","71.06%","251.3",""
"41","Changó","805093$4.00%805.1k","-","34","66.77%","250.5",""
"39","Stankdik","790045$3.92%790.0k","67","49","58.60%","245.8",""
"31","Dankling","775897$3.85%775.9k","72","21","61.22%","241.4",""
"47","Furckinstein","747810$3.71%747.8k","67","41","60.79%","232.6",""
"47","Valara","711870$3.53%711.9k","68","48","45.78%","221.5",""
"25","Deadstrike","711386$3.53%711.4k","69","23","65.76%","221.3",""
"43","Danty","673089$3.34%673.1k","-","35","64.85%","209.4",""
"63","Bandakar","616288$3.06%616.3k","-","54","81.62%","191.7",""
"25","Dayn","613901$3.05%613.9k","63","43","44.95%","191.0",""
"15","Pointed","597130$2.96%597.1k","-","36","59.51%","185.8",""
"59","Jiero","593584$2.95%593.6k","-","61","47.64%","184.7",""
"26","Minuteman","592137$2.94%592.1k","68","29","47.17%","184.2",""
"19","Irisviiel","574342$2.85%574.3k","-","22","56.35%","178.7",""
"24","Ishney","541943$2.69%541.9k","-","16","57.59%","168.6",""
"13","Paskal","529581$2.63%529.6k","62","31","45.85%","164.8",""
"43","Ratshot","503373$2.50%503.4k","62","61","54.29%","156.6",""
"20","Seadub","474493$2.35%474.5k","-","14","43.15%","147.6",""
"39","Guliveris","467567$2.32%467.6k","-","35","71.67%","145.5",""
"55","Pemberstone","429578$2.13%429.6k","-","53","69.07%","133.6",""
"26","Fossett","370021$1.84%370.0k","69","19","40.13%","115.1",""
"56","Ghazan","268697$1.33%268.7k","70","52","25.60%","83.6",""
"34","Kagomi","60944$0.30%60.9k","66","48","6.26%","19.0",""
"19","Daxis","50465$0.25%50.5k","63","49","4.72%","15.7",""
"54","Jiera","47873$0.24%47.9k","-","86","3.96%","14.9",""
"18","Necrohealya","31099$0.15%31.1k","-","24","4.11%","9.7",""
"95","Pythagorean","7999$0.04%8.0k","70","95","3.19%","2.5",""
"94","Slecht","5035$0.02%5.0k","67","95","1.84%","1.6",""
"80","Vannawight","2477$0.01%2.5k","63","85","0.78%","0.8",""
"77","Kasako","1407$0.01%1.4k","64","85","0.00%","0.4",""
"86","Cubensis","1053$0.01%1.1k","64","87","0.00%","0.3",""
"51","Wangcake","784$0.00%784.0","-","55","0.00%","0.2",""
"-","Eighchbar","449$0.00%449.0","69","-","0.00%","0.1",""
"54","Tauraheim","315$0.00%315.0","66","57","0.00%","0.1",""
"92","Shelton","312$0.00%312.0","68","92","0.00%","0.1",""
"-","Milku","263$0.00%263.0","-","-","0.00%","0.1",""
