"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"52","Wangcake","800961$21.07%801.0k","37.94%","-","47","77.54%","204.2",""
"70","Eighchbar","672283$17.68%672.3k","32.55%","69","67","69.30%","171.4",""
"47","Deyn","664805$17.49%664.8k","34.18%","69","39","40.28%","169.5",""
"55","Pythagorean","635341$16.71%635.3k","34.48%","70","51","52.40%","162.0",""
"48","Tauraheim","483073$12.71%483.1k","51.32%","-","56","62.43%","123.1",""
"9","Kasako","290722$7.65%290.7k","33.05%","55","22","43.44%","74.1",""
"92","Ghazan","86148$2.27%86.1k","17.40%","-","91","5.00%","22.0",""
"94","Ultimecia","44161$1.16%44.2k","36.38%","-","94","18.82%","11.3",""
"70","Akecheta","26151$0.69%26.2k","37.56%","-","69","50.66%","6.7",""
"42","Bandakar","20732$0.55%20.7k","22.00%","-","37","14.67%","5.3",""
"57","Changó","19095$0.50%19.1k","46.19%","-","54","46.90%","4.9",""
"53","Dohvyk","17041$0.45%17.0k","48.13%","66","50","50.37%","4.3",""
"48","Jiera","16437$0.43%16.4k","40.06%","-","67","25.76%","4.2",""
"64","Gaunz","11402$0.30%11.4k","0.71%","67","64","0.00%","2.9",""
"74","Seadub","3646$0.10%3.6k","68.91%","71","73","1.48%","0.9",""
"-","Towndestroyr","3292$0.09%3.3k","32.80%","66","-","0.00%","0.8",""
"-","Frawgs","1752$0.05%1.8k","-","67","-","0.00%","0.4",""
"-","Funk","1710$0.04%1.7k","-","66","-","0.00%","0.4",""
"-","Hydrashox","1087$0.03%1.1k","-","70","-","0.00%","0.3",""
"-","Shamanigans","770$0.02%770.0","13.39%","68","-","0.00%","0.2",""
"-","Duhd","718$0.02%718.0","56.51%","65","-","0.00%","0.2",""
"-","Whisperes","239$0.01%239.0","-","63","-","0.00%","0.1",""
