"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"56","Wangcake","1161224$10.19%1.16m","33.61%","74","54","65.61%","193.7",""
"74","Milku","1091237$9.57%1.09m","42.61%","-","76","73.00%","182.0",""
"47","Pythagorean","1054845$9.26%1.05m","33.38%","-","52","59.81%","176.0",""
"64","Eighchbar","960252$8.43%960.3k","31.15%","-","71","61.46%","160.2",""
"28","Ghazan","954377$8.37%954.4k","26.48%","-","30","36.63%","159.2",""
"37","Drgupta","893630$7.84%893.6k","32.91%","67","49","53.03%","149.1",""
"70","Tauraheim","892657$7.83%892.7k","44.41%","-","76","64.85%","148.9",""
"31","Necrohealya","830335$7.29%830.3k","43.42%","-","40","68.39%","138.5",""
"27","Lavain","819341$7.19%819.3k","38.53%","68","45","49.18%","136.7",""
"25","Lumieux","725102$6.36%725.1k","32.81%","66","47","56.48%","121.0",""
"51","Slecht","711131$6.24%711.1k","32.30%","70","59","52.92%","118.6",""
"13","Drhealsgood","391566$3.44%391.6k","43.22%","65","29","37.89%","65.3",""
"82","Bandakar","60893$0.53%60.9k","20.65%","-","81","40.20%","10.2",""
"82","Guliveris","60846$0.53%60.8k","20.61%","-","82","36.94%","10.2",""
"79","Kirilov","57856$0.51%57.9k","27.46%","74","79","15.84%","9.7",""
"76","Dietolive","54145$0.48%54.1k","1.12%","-","73","0.91%","9.0",""
"79","Synergy","53797$0.47%53.8k","13.94%","-","78","5.50%","9.0",""
"72","Pemberstone","51448$0.45%51.4k","36.65%","-","78","7.87%","8.6",""
"76","Flatzz","49399$0.43%49.4k","21.70%","-","74","37.13%","8.2",""
"71","Seadub","48451$0.43%48.5k","10.69%","-","69","2.05%","8.1",""
"62","Akecheta","45070$0.40%45.1k","28.16%","-","59","40.63%","7.5",""
"75","Deadstrike","45038$0.40%45.0k","43.04%","-","74","20.96%","7.5",""
"81","Kurtz","36828$0.32%36.8k","-","-","80","1.02%","6.1",""
"63","Gaunz","36396$0.32%36.4k","4.59%","-","60","0.74%","6.1",""
"58","Furckinstein","35640$0.31%35.6k","31.18%","-","60","28.12%","5.9",""
"55","Dohvyk","34262$0.30%34.3k","26.13%","-","53","35.87%","5.7",""
"79","Ugara","31303$0.27%31.3k","2.34%","-","80","1.02%","5.2",""
"81","Irisviiel","30922$0.27%30.9k","-","-","77","1.10%","5.2",""
"79","Stankdik","27703$0.24%27.7k","1.89%","-","80","0.99%","4.6",""
"83","Jiero","26901$0.24%26.9k","-","-","83","1.73%","4.5",""
"68","Jáx","23285$0.20%23.3k","1.08%","-","66","1.37%","3.9",""
"70","Parisshelton","23186$0.20%23.2k","6.52%","70","65","0.69%","3.9",""
"78","Ishney","23038$0.20%23.0k","-","-","78","1.36%","3.8",""
"59","Mortifier","18537$0.16%18.5k","3.30%","-","60","0.00%","3.1",""
"70","Duhd","17353$0.15%17.4k","-","-","66","0.00%","2.9",""
"69","Melven","14903$0.13%14.9k","3.23%","67","62","0.00%","2.5",""
"85","Urumettu","4177$0.04%4.2k","-","72","87","0.00%","0.7",""
