"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"92","Jiero","69875$4.89%69.9k","67","87","56.75%","242.0",""
"63","Ultimecia","62167$4.36%62.2k","65","53","59.64%","215.3",""
"86","Deadstrike","60500$4.24%60.5k","62","95","70.62%","209.5",""
"88","Minuteman","60473$4.24%60.5k","62","96","52.99%","209.4",""
"93","Impervious","59901$4.20%59.9k","62","94","44.27%","207.5",""
"93","Trike","58148$4.07%58.1k","63","91","42.48%","201.4",""
"91","Grimseeker","57624$4.04%57.6k","64","96","51.94%","199.6",""
"90","Muhhgi","56714$3.97%56.7k","61","93","56.73%","196.4",""
"84","Mexius","54152$3.79%54.2k","66","76","57.01%","187.5",""
"80","Flatzz","53659$3.76%53.7k","63","76","65.96%","185.8",""
"73","Overbit","53444$3.74%53.4k","61","91","71.97%","185.1",""
"40","Valara","51792$3.63%51.8k","63","34","64.00%","179.4",""
"83","Changó","50268$3.52%50.3k","65","79","64.85%","174.1",""
"67","Chingu","48355$3.39%48.4k","58","95","60.02%","167.5",""
"53","Crow","46614$3.27%46.6k","-","76","49.17%","161.4",""
"52","Cavander","45409$3.18%45.4k","62","55","53.01%","157.3",""
"80","Akecheta","45067$3.16%45.1k","64","74","40.53%","156.1",""
"65","Kirilov","44882$3.14%44.9k","65","59","33.12%","155.4",""
"31","Hoebowjoe","44556$3.12%44.6k","63","26","45.29%","154.3",""
"21","Claudiu","42668$2.99%42.7k","63","17","55.77%","147.8",""
"76","Bandakar","42296$2.96%42.3k","63","82","79.50%","146.5",""
"43","Mogs","41566$2.91%41.6k","62","44","46.67%","144.0",""
"18","Dietolive","40781$2.86%40.8k","61","23","54.16%","141.2",""
"84","Pemberstone","40250$2.82%40.3k","59","86","66.89%","139.4",""
"46","Chainguin","38795$2.72%38.8k","64","47","47.09%","134.4",""
"84","Fossett","37255$2.61%37.3k","64","79","43.46%","129.0",""
"29","Trii","30779$2.16%30.8k","65","21","39.15%","106.6",""
"26","Saphex","27321$1.91%27.3k","61","31","27.94%","94.6",""
"48","Mementomory","21874$1.53%21.9k","58","49","38.15%","75.8",""
"49","Darunor","18581$1.30%18.6k","60","51","41.79%","64.4",""
"75","Tazdink","14324$1.00%14.3k","59","85","23.31%","49.6",""
"62","Gonz","3398$0.24%3.4k","65","57","4.87%","11.8",""
"89","Phugoid","3307$0.23%3.3k","65","88","20.85%","11.5",""
"62","Ghazan","359$0.03%359.0","63","62","0.00%","1.2",""
"64","Nakur","209$0.01%209.0","65","61","3.46%","0.7",""
"-","Pythagorean","120$0.01%120.0","63","-","0.00%","0.4",""
