"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"60","Ultimecia","1048502$5.62%1.05m","-","51","68.78%","320.1",""
"54","Changó","1012705$5.43%1.01m","-","48","73.98%","309.1",""
"29","Deadstrike","980251$5.25%980.3k","-","37","72.17%","299.2",""
"53","Dietolive","947489$5.08%947.5k","66","69","62.53%","289.2",""
"29","Dankling","920255$4.93%920.3k","64","51","74.32%","280.9",""
"17","Flatzz","914185$4.90%914.2k","65","16","76.11%","279.1",""
"25","Chainguin","897260$4.81%897.3k","68","27","67.41%","273.9",""
"56","Jiero","873951$4.68%874.0k","-","59","79.16%","266.8",""
"40","Hoebowjoe","860894$4.61%860.9k","67","46","54.49%","262.8",""
"56","Valara","815265$4.37%815.3k","66","68","54.64%","248.9",""
"42","Dirtÿ","799639$4.28%799.6k","65","60","49.99%","244.1",""
"29","Leetwreck","765142$4.10%765.1k","64","34","61.13%","233.6",""
"31","Kagomi","730391$3.91%730.4k","65","44","64.79%","223.0",""
"20","Gaunz","688131$3.69%688.1k","-","40","65.60%","210.1",""
"14","Dohvyk","683479$3.66%683.5k","-","37","71.18%","208.6",""
"19","Sur","652911$3.50%652.9k","-","67","69.75%","199.3",""
"41","Fossett","646743$3.47%646.7k","66","45","57.82%","197.4",""
"23","Impervious","632837$3.39%632.8k","65","24","47.81%","193.2",""
"29","Kirilov","608135$3.26%608.1k","-","38","41.09%","185.6",""
"49","Mogs","580766$3.11%580.8k","-","65","42.86%","177.3",""
"24","Bandakar","535479$2.87%535.5k","-","19","78.24%","163.5",""
"9","Tumblebug","447953$2.40%448.0k","-","31","45.29%","136.7",""
"41","Pemberstone","440152$2.36%440.2k","-","46","69.80%","134.4",""
"39","Crox","384305$2.06%384.3k","-","35","75.72%","117.3",""
"18","Ishney","351930$1.89%351.9k","67","18","41.64%","107.4",""
"19","Furckinstein","269752$1.45%269.8k","-","23","59.60%","82.3",""
"72","Ghazan","145578$0.78%145.6k","-","72","18.13%","44.4",""
"95","Tazdink","15881$0.09%15.9k","68","95","2.61%","4.8",""
"94","Pythagorean","9217$0.05%9.2k","69","94","2.40%","2.8",""
"-","Wangcake","1194$0.01%1.2k","-","-","0.00%","0.4",""
"-","Eighchbar","652$0.00%652.0","-","-","0.00%","0.2",""
"-","Slecht","602$0.00%602.0","-","-","0.00%","0.2",""
"-","Necrohealya","594$0.00%594.0","-","-","0.00%","0.2",""
"95","Milku","174$0.00%174.0","-","95","0.00%","0.1",""
"-","Takanu","167$0.00%167.0","-","-","0.00%","0.1",""
