"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Guliveris","617737$11.32%617.7k","51.27%","-","55.69%","241.2",""
"Pemberstone","602770$11.05%602.8k","54.99%","-","59.23%","235.3",""
"Flatzz","322263$5.91%322.3k","40.07%","-","35.08%","125.8",""
"Mortifier","311321$5.71%311.3k","49.47%","-","36.45%","121.6",""
"Akecheta","245753$4.50%245.8k","20.27%","-","25.75%","96.0",""
"Changó","216222$3.96%216.2k","28.90%","-","24.43%","84.4",""
"Rexwalters","199246$3.65%199.2k","9.75%","-","22.84%","77.8",""
"Dohvyk","182447$3.34%182.4k","11.72%","-","21.56%","71.2",""
"Furckinstein","179648$3.29%179.6k","12.17%","-","19.36%","70.1",""
"Lexzie","170187$3.12%170.2k","11.49%","63","22.71%","66.4",""
"Giacco","150235$2.75%150.2k","7.67%","-","13.89%","58.7",""
"Nimda","135246$2.48%135.2k","8.86%","69","19.17%","52.8",""
"Synergy","128253$2.35%128.3k","12.48%","-","19.24%","50.1",""
"Hbar","124954$2.29%125.0k","5.33%","-","13.77%","48.8",""
"Pointed","124599$2.28%124.6k","10.38%","-","15.88%","48.6",""
"Deadstrike","123533$2.26%123.5k","12.84%","-","19.35%","48.2",""
"Kirilov","114672$2.10%114.7k","10.75%","74","13.86%","44.8",""
"Jáx","98426$1.80%98.4k","9.50%","72","9.77%","38.4",""
"Gaunz","98278$1.80%98.3k","4.80%","71","9.39%","38.4",""
"Irisviiel","98017$1.80%98.0k","16.54%","-","8.34%","38.3",""
"Ghazan","96409$1.77%96.4k","15.13%","-","9.03%","37.6",""
"Tauraheim","89611$1.64%89.6k","24.62%","-","7.79%","35.0",""
"Drgupta","78365$1.44%78.4k","11.04%","68","7.55%","30.6",""
"Deyn","76752$1.41%76.8k","8.45%","-","7.39%","30.0",""
"Lumieux","74488$1.37%74.5k","8.68%","69","5.53%","29.1",""
"Shamallama","72664$1.33%72.7k","7.31%","70","8.77%","28.4",""
"Necrohealya","68372$1.25%68.4k","7.51%","71","5.24%","26.7",""
"Wangcake","63641$1.17%63.6k","11.29%","74","4.32%","24.8",""
"Melven","62478$1.15%62.5k","6.72%","68","4.50%","24.4",""
"Ugara","60176$1.10%60.2k","11.82%","71","3.12%","23.5",""
"Milku","58674$1.08%58.7k","12.24%","-","3.56%","22.9",""
"Gnarlsbarkly","58659$1.08%58.7k","2.86%","-","3.14%","22.9",""
"Kurtz","54680$1.00%54.7k","17.10%","-","4.74%","21.3",""
"Cubensis","53697$0.98%53.7k","10.48%","66","4.24%","21.0",""
"Slecht","52517$0.96%52.5k","9.24%","70","3.45%","20.5",""
"Parisshelton","51712$0.95%51.7k","7.99%","72","2.31%","20.2",""
"Pythagorean","47452$0.87%47.5k","10.36%","74","3.37%","18.5",""
"Urumettu","46315$0.85%46.3k","9.94%","72","2.89%","18.1",""
"Ishney","44735$0.82%44.7k","11.52%","-","2.36%","17.5",""
