"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"65","Deyn","627254$21.73%627.3k","26.83%","70","56","36.20%","189.9",""
"73","Eighchbar","626483$21.71%626.5k","24.01%","69","70","68.08%","189.7",""
"58","Pythagorean","616128$21.35%616.1k","28.93%","-","55","48.30%","186.6",""
"69","Tauraheim","459889$15.93%459.9k","43.66%","-","77","51.26%","139.2",""
"32","Kasako","364947$12.64%364.9k","24.85%","-","50","38.76%","110.5",""
"90","Bandakar","44883$1.56%44.9k","19.08%","-","87","52.15%","13.6",""
"91","Hoebowjoe","37376$1.29%37.4k","-","-","91","5.59%","11.3",""
"74","Akecheta","21196$0.73%21.2k","37.66%","-","71","47.59%","6.4",""
"55","Dohvyk","16527$0.57%16.5k","39.57%","69","52","45.52%","5.0",""
"57","Changó","15111$0.52%15.1k","46.66%","68","54","44.76%","4.6",""
"54","Jiera","13461$0.47%13.5k","33.96%","-","68","25.31%","4.1",""
"23","Buffymctank","10563$0.37%10.6k","28.85%","-","23","4.30%","3.2",""
"86","Gaunz","9640$0.33%9.6k","-","-","86","0.00%","2.9",""
"96","Dietolive","8654$0.30%8.7k","25.03%","-","96","0.00%","2.6",""
"90","Trolleficent","6234$0.22%6.2k","-","-","85","0.67%","1.9",""
"82","Seadub","6010$0.21%6.0k","68.46%","71","82","8.00%","1.8",""
"-","Marrco","1455$0.05%1.5k","-","67","-","0.00%","0.4",""
"-","Furckinstein","530$0.02%530.0","28.67%","68","-","0.55%","0.2",""
