"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"37","Wangcake","567832$8.64%567.8k","40.95%","74","34","49.02%","124.8",""
"31","Pythagorean","563883$8.58%563.9k","38.65%","-","28","46.52%","123.9",""
"68","Milku","508773$7.75%508.8k","48.62%","-","66","45.60%","111.8",""
"28","Drgupta","502071$7.64%502.1k","38.39%","68","38","42.01%","110.3",""
"12","Lumieux","476309$7.25%476.3k","35.45%","-","30","51.01%","104.7",""
"67","Tauraheim","468271$7.13%468.3k","46.93%","73","64","49.56%","102.9",""
"65","Eighchbar","461955$7.03%462.0k","33.89%","-","72","43.68%","101.5",""
"20","Lavain","446420$6.80%446.4k","44.44%","68","32","38.32%","98.1",""
"15","Deyn","418957$6.38%419.0k","37.43%","-","18","25.47%","92.1",""
"22","Shamallama","392829$5.98%392.8k","25.92%","68","30","25.52%","86.3",""
"44","Slecht","390709$5.95%390.7k","44.71%","70","52","45.87%","85.9",""
"13","Necrohealya","344977$5.25%345.0k","46.84%","-","17","36.65%","75.8",""
"37","Ghazan","331887$5.05%331.9k","39.25%","-","38","21.78%","72.9",""
"8","Kasako","55558$0.85%55.6k","11.07%","68","12","3.02%","12.2",""
"89","Guliveris","48560$0.74%48.6k","25.60%","-","88","33.39%","10.7",""
"74","Ultimecia","40466$0.62%40.5k","12.47%","-","72","1.50%","8.9",""
"78","Bandakar","37814$0.58%37.8k","16.64%","-","75","25.61%","8.3",""
"83","Seadub","37424$0.57%37.4k","19.80%","-","82","2.13%","8.2",""
"80","Kirilov","36498$0.56%36.5k","28.25%","-","80","12.69%","8.0",""
"79","Furckinstein","35452$0.54%35.5k","25.53%","-","78","28.07%","7.8",""
"88","Synergy","33812$0.51%33.8k","14.54%","-","87","2.68%","7.4",""
"75","Flatzz","30590$0.47%30.6k","24.25%","-","72","26.45%","6.7",""
"65","Changó","27055$0.41%27.1k","32.88%","-","61","27.17%","5.9",""
"58","Akecheta","27044$0.41%27.0k","34.09%","-","55","28.09%","5.9",""
"61","Gaunz","24012$0.37%24.0k","6.31%","-","54","0.51%","5.3",""
"62","Dietolive","23392$0.36%23.4k","-","-","60","0.75%","5.1",""
"18","Furrsuit","22591$0.34%22.6k","59.09%","69","19","5.48%","5.0",""
"59","Deadstrike","21898$0.33%21.9k","41.98%","-","56","11.38%","4.8",""
"89","Jáx","20566$0.31%20.6k","-","-","87","1.17%","4.5",""
"82","Duhd","18551$0.28%18.6k","-","-","79","0.00%","4.1",""
"39","Dohvyk","18184$0.28%18.2k","42.15%","-","36","25.24%","4.0",""
"73","Irisviiel","17817$0.27%17.8k","2.73%","-","70","1.31%","3.9",""
"75","Ugara","16622$0.25%16.6k","-","-","73","0.60%","3.7",""
"58","Nimda","16087$0.24%16.1k","1.53%","-","54","0.00%","3.5",""
"73","Ishney","16077$0.24%16.1k","-","-","72","0.60%","3.5",""
"60","Mortifier","14281$0.22%14.3k","10.84%","-","54","0.00%","3.1",""
"72","Kurtz","14107$0.21%14.1k","-","-","67","0.00%","3.1",""
"73","Pemberstone","11539$0.18%11.5k","52.64%","-","74","2.96%","2.5",""
"69","Melven","10967$0.17%11.0k","-","-","50","0.00%","2.4",""
"60","Parisshelton","10059$0.15%10.1k","-","70","45","0.00%","2.2",""
"-","Crissaegrim","2712$0.04%2.7k","-","-","-","0.78%","0.6",""
"-","Tastykake","1411$0.02%1.4k","-","-","-","0.00%","0.3",""
"-","Marcellusw","1140$0.02%1.1k","-","75","-","0.00%","0.3",""
"-","Exyzee","574$0.01%574.0","-","59","-","0.00%","0.1",""
"-","Lexzie","523$0.01%523.0","57.58%","63","-","1.14%","0.1",""
"-","Rend","277$0.00%277.0","58.28%","67","-","0.89%","0.1",""
"-","Vigo","246$0.00%246.0","58.59%","73","-","0.00%","0.1",""
