"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"45","Drgupta","1041158$10.85%1.04m","42.73%","68","55","63.97%","210.0",""
"43","Deyn","1034024$10.78%1.03m","41.26%","-","44","51.66%","208.6",""
"69","Milku","963491$10.04%963.5k","57.41%","73","64","80.41%","194.3",""
"55","Wangcake","910014$9.48%910.0k","48.64%","75","46","78.02%","183.6",""
"61","Eighchbar","907652$9.46%907.7k","43.98%","-","60","78.90%","183.1",""
"44","Pythagorean","736451$7.67%736.5k","37.51%","-","38","56.91%","148.5",""
"53","Ghazan","729022$7.60%729.0k","41.39%","-","50","39.80%","147.1",""
"31","Lumieux","695934$7.25%695.9k","47.69%","69","36","70.98%","140.4",""
"30","Lavain","651789$6.79%651.8k","51.59%","-","34","59.10%","131.5",""
"38","Shamallama","585752$6.10%585.8k","35.23%","-","43","32.33%","118.2",""
"26","Slecht","471741$4.92%471.7k","55.89%","70","27","59.22%","95.2",""
"41","Tauraheim","311986$3.25%312.0k","62.23%","-","37","38.95%","62.9",""
"92","Tacomojo","116959$1.22%117.0k","39.79%","64","92","8.45%","23.6",""
"62","Akecheta","32954$0.34%33.0k","51.01%","-","61","62.18%","6.6",""
"80","Ultimecia","32472$0.34%32.5k","50.91%","-","80","0.89%","6.5",""
"59","Guliveris","31289$0.33%31.3k","43.23%","-","59","48.83%","6.3",""
"55","Furckinstein","30639$0.32%30.6k","47.95%","-","53","54.07%","6.2",""
"91","Pemberstone","29506$0.31%29.5k","31.96%","-","92","5.99%","6.0",""
"55","Flatzz","29275$0.31%29.3k","47.37%","-","53","52.88%","5.9",""
"77","Synergy","27011$0.28%27.0k","32.85%","-","76","7.51%","5.4",""
"53","Garglegop","26754$0.28%26.8k","43.14%","-","52","38.87%","5.4",""
"49","Lexzie","25775$0.27%25.8k","53.39%","-","51","49.20%","5.2",""
"55","Changó","25269$0.26%25.3k","50.66%","-","53","51.21%","5.1",""
"55","Chrg","23549$0.25%23.5k","48.75%","-","61","48.91%","4.8",""
"82","Aleisterr","17870$0.19%17.9k","22.56%","-","82","0.76%","3.6",""
"77","Deadstrike","16579$0.17%16.6k","66.28%","-","77","18.48%","3.3",""
"58","Parisshelton","13970$0.15%14.0k","-","-","59","1.31%","2.8",""
"78","Olom","13909$0.14%13.9k","55.55%","-","79","0.00%","2.8",""
"72","Nimda","13902$0.14%13.9k","25.95%","-","73","2.04%","2.8",""
"55","Kurtz","12801$0.13%12.8k","-","-","54","0.98%","2.6",""
"74","Seadub","9718$0.10%9.7k","64.08%","-","75","0.00%","2.0",""
"34","Mortifier","7505$0.08%7.5k","36.08%","-","32","1.49%","1.5",""
"83","Urumettu","5884$0.06%5.9k","16.96%","-","84","0.00%","1.2",""
"69","Gouff","5476$0.06%5.5k","36.19%","-","70","1.63%","1.1",""
"96","Irisviiel","2686$0.03%2.7k","27.87%","-","95","0.00%","0.5",""
"93","Ugara","2296$0.02%2.3k","-","-","94","0.00%","0.5",""
"33","Gamerguzzler","1698$0.02%1.7k","-","66","28","0.00%","0.3",""
"40","Duhd","920$0.01%920.0","-","69","39","0.00%","0.2",""
