"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"64","Wangcake","1023052$9.45%1.02m","41.26%","74","62","71.86%","197.5",""
"57","Drgupta","970820$8.97%970.8k","39.88%","-","67","58.42%","187.4",""
"44","Deyn","967631$8.94%967.6k","40.43%","-","52","44.10%","186.8",""
"80","Tauraheim","954255$8.81%954.3k","49.45%","-","79","72.96%","184.2",""
"81","Milku","933950$8.63%934.0k","51.83%","-","77","70.92%","180.3",""
"78","Eighchbar","929411$8.58%929.4k","39.57%","71","82","66.35%","179.4",""
"48","Pythagorean","819202$7.57%819.2k","36.42%","75","44","55.98%","158.1",""
"45","Shamallama","765965$7.07%766.0k","29.16%","71","52","41.61%","147.9",""
"39","Lumieux","742929$6.86%742.9k","41.05%","-","46","63.62%","143.4",""
"46","Ghazan","707173$6.53%707.2k","42.03%","73","48","39.79%","136.5",""
"31","Necrohealya","624246$5.77%624.2k","41.95%","-","30","57.51%","120.5",""
"36","Slecht","546091$5.04%546.1k","44.33%","71","40","53.19%","105.4",""
"84","Ratshot","64335$0.59%64.3k","7.12%","-","85","4.05%","12.4",""
"85","Guliveris","59741$0.55%59.7k","26.66%","-","86","43.84%","11.5",""
"75","Ultimecia","52783$0.49%52.8k","16.69%","-","77","1.76%","10.2",""
"88","Dietolive","48441$0.45%48.4k","6.54%","-","87","2.21%","9.4",""
"76","Gaunz","43821$0.40%43.8k","-","-","73","1.43%","8.5",""
"87","Synergy","41263$0.38%41.3k","22.83%","-","87","5.79%","8.0",""
"78","Nimda","39954$0.37%40.0k","12.04%","-","78","2.82%","7.7",""
"72","Flatzz","39450$0.36%39.5k","28.39%","-","72","34.70%","7.6",""
"69","Furckinstein","38641$0.36%38.6k","37.49%","-","69","40.02%","7.5",""
"63","Dohvyk","37428$0.35%37.4k","42.69%","-","63","43.54%","7.2",""
"74","Bandakar","35598$0.33%35.6k","25.13%","-","73","30.14%","6.9",""
"63","Akecheta","32620$0.30%32.6k","43.05%","-","62","49.10%","6.3",""
"81","Pemberstone","30629$0.28%30.6k","38.96%","-","80","4.94%","5.9",""
"62","Renke","29985$0.28%30.0k","40.71%","-","64","30.92%","5.8",""
"78","Sepitus","26839$0.25%26.8k","21.77%","-","77","2.19%","5.2",""
"40","Chrg","24118$0.22%24.1k","28.09%","-","41","24.19%","4.7",""
"70","Olom","23642$0.22%23.6k","17.63%","-","68","1.33%","4.6",""
"48","Garglegop","20781$0.19%20.8k","42.66%","-","49","25.12%","4.0",""
"76","Deadstrike","19399$0.18%19.4k","-","-","78","0.62%","3.7",""
"55","Mortifier","18585$0.17%18.6k","5.46%","-","55","0.00%","3.6",""
"84","Muja","18134$0.17%18.1k","0.61%","-","84","0.53%","3.5",""
"91","Irisviiel","18117$0.17%18.1k","-","-","88","0.67%","3.5",""
"83","Parisshelton","17852$0.16%17.9k","-","-","83","0.00%","3.4",""
"85","Duhd","16215$0.15%16.2k","-","-","84","0.57%","3.1",""
"82","Melven","16122$0.15%16.1k","-","-","77","0.00%","3.1",""
"88","Urumettu","15327$0.14%15.3k","-","-","85","0.00%","3.0",""
"85","Ishney","13111$0.12%13.1k","-","-","81","0.80%","2.5",""
