"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Guliveris","717813$16.84%717.8k","54.07%","-","59.40%","359.7",""
"Pemberstone","466287$10.94%466.3k","58.71%","-","61.33%","233.6",""
"Bandakar","327827$7.69%327.8k","52.01%","-","46.25%","164.3",""
"Mortifier","278820$6.54%278.8k","53.04%","-","37.86%","139.7",""
"Furckinstein","211104$4.95%211.1k","27.23%","-","24.19%","105.8",""
"Changó","187438$4.40%187.4k","40.28%","-","24.45%","93.9",""
"Flatzz","182900$4.29%182.9k","28.86%","-","19.99%","91.6",""
"Kirilov","152988$3.59%153.0k","19.03%","74","21.06%","76.7",""
"Akecheta","150694$3.53%150.7k","27.75%","-","20.01%","75.5",""
"Dohvyk","147395$3.46%147.4k","20.50%","-","18.96%","73.9",""
"Dïrty","141410$3.32%141.4k","20.93%","-","18.59%","70.9",""
"Stankdik","123408$2.89%123.4k","16.11%","72","13.90%","61.8",""
"Deadstrike","106224$2.49%106.2k","13.84%","-","13.94%","53.2",""
"Gaunz","78196$1.83%78.2k","9.63%","-","9.40%","39.2",""
"Milku","77384$1.81%77.4k","19.97%","-","6.38%","38.8",""
"Jáx","75084$1.76%75.1k","11.66%","69","6.68%","37.6",""
"Drgupta","67964$1.59%68.0k","31.89%","67","8.24%","34.1",""
"Eighchbar","57385$1.35%57.4k","16.34%","-","3.62%","28.8",""
"Lavain","55151$1.29%55.2k","10.35%","66","4.15%","27.6",""
"Jiero","52918$1.24%52.9k","25.17%","-","3.75%","26.5",""
"Dietolive","52041$1.22%52.0k","13.38%","71","8.15%","26.1",""
"Melven","50222$1.18%50.2k","17.29%","65","5.68%","25.2",""
"Wangcake","48062$1.13%48.1k","14.83%","73","4.66%","24.1",""
"Lumieux","47875$1.12%47.9k","13.80%","65","4.48%","24.0",""
"Tauraheim","44201$1.04%44.2k","27.30%","-","6.89%","22.1",""
"Ghazan","41898$0.98%41.9k","25.54%","71","3.93%","21.0",""
"Parisshelton","41834$0.98%41.8k","14.73%","70","5.47%","21.0",""
"Necrohealya","41145$0.97%41.1k","10.60%","70","3.11%","20.6",""
"Slecht","40825$0.96%40.8k","17.71%","70","2.80%","20.5",""
"Irisviiel","39974$0.94%40.0k","29.98%","-","4.83%","20.0",""
"Kurtz","38791$0.91%38.8k","15.33%","72","3.71%","19.4",""
"Urumettu","33746$0.79%33.7k","16.03%","72","2.37%","16.9",""
"Ugara","31758$0.74%31.8k","17.61%","67","1.98%","15.9",""
"Ishney","27292$0.64%27.3k","17.79%","74","3.49%","13.7",""
"Duhd","25542$0.60%25.5k","16.80%","70","3.48%","12.8",""
