"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","654289$14.85%654.3k","57.89%","-","58.79%","223.3",""
"Bandakar","460172$10.45%460.2k","50.52%","-","40.38%","157.0",""
"Guliveris","437880$9.94%437.9k","52.59%","-","48.75%","149.4",""
"Changó","322439$7.32%322.4k","41.95%","-","30.90%","110.0",""
"Furckinstein","243734$5.53%243.7k","27.52%","67","22.18%","83.2",""
"Akecheta","237136$5.38%237.1k","24.00%","-","25.76%","80.9",""
"Dïrty","187702$4.26%187.7k","22.58%","-","22.78%","64.0",""
"Joepesci","154471$3.51%154.5k","12.32%","-","18.22%","52.7",""
"Synergy","153861$3.49%153.9k","9.15%","66","18.44%","52.5",""
"Stankdik","135848$3.08%135.8k","11.80%","69","15.53%","46.4",""
"Gonz","113382$2.57%113.4k","12.90%","-","8.76%","38.7",""
"Seadub","92279$2.09%92.3k","10.86%","70","6.40%","31.5",""
"Parisshelton","76806$1.74%76.8k","8.49%","69","4.77%","26.2",""
"Wangcake","74463$1.69%74.5k","7.10%","70","4.23%","25.4",""
"Eighchbar","69710$1.58%69.7k","8.68%","-","4.75%","23.8",""
"Tauraheim","67602$1.53%67.6k","19.62%","-","3.92%","23.1",""
"Hoebowjoe","67356$1.53%67.4k","11.93%","69","2.53%","23.0",""
"Kasako","60689$1.38%60.7k","16.87%","-","2.73%","20.7",""
"Dietolive","59328$1.35%59.3k","10.36%","70","3.66%","20.2",""
"Pythagorean","58615$1.33%58.6k","10.84%","70","1.92%","20.0",""
"Ghazan","58585$1.33%58.6k","16.10%","-","3.87%","20.0",""
"Slecht","55480$1.26%55.5k","10.44%","69","2.11%","18.9",""
"Enders","55436$1.26%55.4k","12.02%","71","3.73%","18.9",""
"Duhd","54894$1.25%54.9k","10.03%","70","3.53%","18.7",""
"Yunghelga","53354$1.21%53.4k","19.26%","69","4.47%","18.2",""
"Jiero","50275$1.14%50.3k","20.38%","-","2.72%","17.2",""
"Fossett","49470$1.12%49.5k","7.68%","71","2.79%","16.9",""
"Valayra","44580$1.01%44.6k","10.52%","-","3.92%","15.2",""
"Irisviiel","43123$0.98%43.1k","10.71%","72","2.98%","14.7",""
"Necrohealya","42667$0.97%42.7k","13.67%","70","3.02%","14.6",""
"Urumettu","40024$0.91%40.0k","19.42%","67","3.12%","13.7",""
"Ishney","39929$0.91%39.9k","13.38%","73","2.52%","13.6",""
"Dryrun","38101$0.86%38.1k","16.29%","64","2.52%","13.0",""
"Daxis","34994$0.79%35.0k","10.34%","65","1.36%","11.9",""
"Pointed","12781$0.29%12.8k","31.04%","64","0.79%","4.4",""
"Valara","3714$0.08%3.7k","-","69","0.00%","1.3",""
