"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"49","Deyn","692926$21.70%692.9k","28.82%","-","42","38.64%","190.4",""
"56","Wangcake","684311$21.43%684.3k","36.78%","-","51","73.88%","188.1",""
"63","Eighchbar","647101$20.26%647.1k","24.17%","68","63","75.49%","177.8",""
"33","Pythagorean","544092$17.04%544.1k","31.09%","-","31","42.54%","149.5",""
"39","Slecht","472215$14.79%472.2k","44.11%","67","41","67.57%","129.8",""
"95","Ghazan","37553$1.18%37.6k","19.55%","70","94","2.15%","10.3",""
"69","Necrohealya","33886$1.06%33.9k","85.02%","-","62","17.31%","9.3",""
"75","Akecheta","23469$0.73%23.5k","37.73%","-","73","48.63%","6.5",""
"62","Dohvyk","17311$0.54%17.3k","47.05%","-","63","47.72%","4.8",""
"44","Bandakar","11692$0.37%11.7k","14.38%","-","37","9.74%","3.2",""
"87","Pemberstone","10821$0.34%10.8k","57.15%","68","88","6.47%","3.0",""
"89","Gaunz","6531$0.20%6.5k","-","66","89","0.00%","1.8",""
"70","Seadub","3738$0.12%3.7k","70.83%","67","71","2.53%","1.0",""
"-","Jiero","2374$0.07%2.4k","2.26%","-","-","0.00%","0.7",""
"-","Irisviiel","1897$0.06%1.9k","3.21%","61","-","0.00%","0.5",""
"-","Flatzz","1712$0.05%1.7k","18.28%","66","-","1.55%","0.5",""
"67","Stankdik","1226$0.04%1.2k","60.54%","66","70","0.75%","0.3",""
"69","Duhd","480$0.02%480.0","-","64","63","0.00%","0.1",""
