"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"62","Eighchbar","643988$11.43%644.0k","28.39%","-","72","79.75%","196.6",""
"45","Deyn","595587$10.57%595.6k","33.00%","-","42","41.57%","181.8",""
"62","Milku","582964$10.35%583.0k","38.52%","-","58","77.70%","178.0",""
"37","Wangcake","575409$10.22%575.4k","39.08%","-","40","77.25%","175.6",""
"24","Takanu","572442$10.16%572.4k","32.48%","-","30","52.47%","174.7",""
"63","Pythagorean","565959$10.05%566.0k","31.58%","69","63","59.25%","172.8",""
"48","Necrohealya","449666$7.98%449.7k","45.12%","-","50","59.28%","137.3",""
"31","Ghazan","444669$7.90%444.7k","27.95%","-","30","29.39%","135.7",""
"21","Tazdink","404109$7.17%404.1k","23.76%","68","18","39.07%","123.4",""
"27","Slecht","322418$5.72%322.4k","46.11%","-","53","64.99%","98.4",""
"11","Vannawight","232936$4.14%232.9k","51.85%","-","22","47.57%","71.1",""
"83","Hoebowjoe","33156$0.59%33.2k","-","67","82","0.80%","10.1",""
"81","Ultimecia","30531$0.54%30.5k","41.23%","-","81","8.67%","9.3",""
"78","Tumblebug","19429$0.34%19.4k","-","-","73","0.54%","5.9",""
"56","Changó","16855$0.30%16.9k","41.29%","-","53","51.29%","5.1",""
"74","Pemberstone","14637$0.26%14.6k","23.09%","-","73","2.91%","4.5",""
"50","Leetwreck","13592$0.24%13.6k","44.99%","64","49","44.29%","4.1",""
"48","Impervious","10691$0.19%10.7k","44.55%","65","46","34.41%","3.3",""
"88","Kagomi","10054$0.18%10.1k","14.27%","65","88","0.00%","3.1",""
"63","Bandakar","9852$0.17%9.9k","26.43%","-","59","8.51%","3.0",""
"82","Flatzz","8853$0.16%8.9k","8.27%","65","80","1.63%","2.7",""
"63","Furckinstein","8438$0.15%8.4k","27.54%","-","66","14.87%","2.6",""
"73","Deadstrike","7626$0.14%7.6k","47.76%","-","78","5.17%","2.3",""
"98","Sur","7448$0.13%7.4k","-","-","97","0.00%","2.3",""
"63","Fossett","6852$0.12%6.9k","4.91%","66","63","0.00%","2.1",""
"83","Gaunz","6740$0.12%6.7k","-","-","83","0.00%","2.1",""
"78","Dietolive","5772$0.10%5.8k","26.83%","66","79","0.00%","1.8",""
"67","Mogs","5140$0.09%5.1k","-","-","63","0.00%","1.6",""
"42","Crox","4555$0.08%4.6k","28.84%","-","38","1.02%","1.4",""
"79","Jiero","3999$0.07%4.0k","-","-","78","0.00%","1.2",""
"69","Valara","3774$0.07%3.8k","-","66","65","0.00%","1.2",""
"60","Dohvyk","3154$0.06%3.2k","1.41%","-","64","0.00%","1.0",""
"92","Ishney","2935$0.05%2.9k","-","67","92","0.00%","0.9",""
"67","Kirilov","2874$0.05%2.9k","58.37%","-","71","3.04%","0.9",""
"52","Chainguin","2512$0.04%2.5k","39.35%","68","55","0.00%","0.8",""
"83","Dankling","2371$0.04%2.4k","-","64","78","0.00%","0.7",""
"22","Dirtÿ","250$0.00%250.0","-","65","17","0.00%","0.1",""
