"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"56","Minuteman","696051$4.13%696.1k","62","71","54.91%","258.3",""
"53","Ultimecia","679723$4.03%679.7k","-","46","57.76%","252.3",""
"66","Mexius","666473$3.96%666.5k","-","58","65.63%","247.4",""
"34","Deadstrike","665600$3.95%665.6k","63","42","60.31%","247.0",""
"67","Valara","658949$3.91%658.9k","64","58","53.59%","244.6",""
"67","Jiero","657805$3.90%657.8k","67","58","62.23%","244.1",""
"61","Hoebowjoe","646557$3.84%646.6k","-","49","52.44%","240.0",""
"52","Akecheta","641966$3.81%642.0k","63","46","59.09%","238.3",""
"45","Changó","636962$3.78%637.0k","-","40","48.73%","236.4",""
"57","Dietolive","629793$3.74%629.8k","-","59","47.48%","233.7",""
"27","Chainguin","618136$3.67%618.1k","65","20","52.99%","229.4",""
"56","Impervious","612370$3.63%612.4k","63","49","55.08%","227.3",""
"37","Chingu","609549$3.62%609.5k","-","60","52.67%","226.2",""
"43","Muhhgi","608667$3.61%608.7k","-","38","53.97%","225.9",""
"48","Saphex","592628$3.52%592.6k","62","47","47.08%","220.0",""
"51","Cavander","587804$3.49%587.8k","-","51","50.61%","218.2",""
"41","Flatzz","574140$3.41%574.1k","-","34","62.67%","213.1",""
"27","Overbit","571758$3.39%571.8k","61","44","54.74%","212.2",""
"36","Trii","533349$3.17%533.3k","65","29","47.34%","198.0",""
"49","Crow","501345$2.98%501.3k","58","71","38.30%","186.1",""
"29","Claudiu","499090$2.96%499.1k","-","22","39.96%","185.2",""
"55","Fossett","468919$2.78%468.9k","64","48","51.04%","174.0",""
"30","Gaunz","447357$2.66%447.4k","61","36","49.38%","166.0",""
"28","Danty","437332$2.60%437.3k","-","27","55.66%","162.3",""
"33","Kirilov","409474$2.43%409.5k","65","26","37.39%","152.0",""
"17","Dirtypantiz","409198$2.43%409.2k","60","22","43.04%","151.9",""
"41","Bandakar","336846$2.00%336.8k","-","43","70.95%","125.0",""
"16","Ishney","334721$1.99%334.7k","65","14","34.14%","124.2",""
"48","Crox","315555$1.87%315.6k","-","47","73.43%","117.1",""
"44","Mementomory","262790$1.56%262.8k","-","31","29.34%","97.5",""
"42","Darunor","252330$1.50%252.3k","-","46","51.74%","93.7",""
"33","Nakur","247551$1.47%247.6k","65","34","51.00%","91.9",""
"84","Ghazan","23093$0.14%23.1k","-","83","2.90%","8.6",""
"98","Tazdink","13628$0.08%13.6k","63","98","2.08%","5.1",""
"-","Pythagorean","719$0.00%719.0","-","-","0.00%","0.3",""
"-","Necrohealya","628$0.00%628.0","-","-","0.00%","0.2",""
"-","Grengok","247$0.00%247.0","14","-","0.00%","0.1",""
"-","Milku","83$0.00%83.0","66","-","0.00%","0.0",""
