"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","816529$15.37%816.5k","58.24%","-","57.80%","292.1",""
"Pemberstone","574957$10.82%575.0k","43.70%","-","40.08%","205.7",""
"Bandakar","547329$10.30%547.3k","56.13%","-","46.90%","195.8",""
"Guliveris","327580$6.17%327.6k","42.28%","-","27.93%","117.2",""
"Furckinstein","209748$3.95%209.7k","21.19%","-","21.05%","75.0",""
"Danty","192004$3.61%192.0k","21.60%","-","23.36%","68.7",""
"Dohvyk","189467$3.57%189.5k","19.29%","-","20.02%","67.8",""
"Flatzz","156410$2.94%156.4k","16.17%","-","16.66%","55.9",""
"Akecheta","144119$2.71%144.1k","18.43%","-","16.38%","51.5",""
"Changó","143074$2.69%143.1k","14.53%","-","19.04%","51.2",""
"Synergy","123197$2.32%123.2k","13.85%","-","14.07%","44.1",""
"Stankdik","110280$2.08%110.3k","13.32%","-","10.82%","39.4",""
"Deadstrike","107428$2.02%107.4k","17.25%","-","12.13%","38.4",""
"Kirilov","105716$1.99%105.7k","17.58%","72","12.43%","37.8",""
"Gaunz","103403$1.95%103.4k","11.61%","-","9.09%","37.0",""
"Duhd","88323$1.66%88.3k","11.66%","-","12.94%","31.6",""
"Ultimecia","81508$1.53%81.5k","12.79%","-","9.09%","29.2",""
"Jiero","81318$1.53%81.3k","21.83%","-","11.25%","29.1",""
"Milku","80646$1.52%80.6k","19.98%","71","6.54%","28.8",""
"Jáx","74759$1.41%74.8k","11.96%","-","12.28%","26.7",""
"Hoebowjoe","72241$1.36%72.2k","13.69%","-","8.25%","25.8",""
"Ghazan","71328$1.34%71.3k","22.60%","-","7.29%","25.5",""
"Parisshelton","68307$1.29%68.3k","7.26%","69","8.25%","24.4",""
"Dirtÿ","64843$1.22%64.8k","16.64%","73","10.12%","23.2",""
"Yunghelga","63218$1.19%63.2k","18.23%","69","8.68%","22.6",""
"Dietolive","59306$1.12%59.3k","13.51%","70","6.51%","21.2",""
"Tauraheim","56081$1.06%56.1k","12.57%","68","4.60%","20.1",""
"Slecht","53108$1.00%53.1k","19.53%","69","4.05%","19.0",""
"Deyn","52214$0.98%52.2k","11.47%","-","4.25%","18.7",""
"Valara","51352$0.97%51.4k","20.01%","-","6.64%","18.4",""
"Irisviiel","49790$0.94%49.8k","19.71%","71","6.22%","17.8",""
"Dryrun","48646$0.92%48.6k","13.79%","64","7.60%","17.4",""
"Enders","46928$0.88%46.9k","21.77%","71","7.89%","16.8",""
"Fossett","46742$0.88%46.7k","10.62%","-","5.55%","16.7",""
"Pythagorean","43282$0.81%43.3k","12.08%","-","5.64%","15.5",""
"Necrohealya","41768$0.79%41.8k","17.49%","70","4.84%","14.9",""
"Ratshot","41109$0.77%41.1k","16.19%","-","4.57%","14.7",""
"Eighchbar","40683$0.77%40.7k","14.91%","-","3.17%","14.6",""
"Ishney","37343$0.70%37.3k","17.37%","73","4.69%","13.4",""
"Wangcake","34683$0.65%34.7k","17.28%","70","2.92%","12.4",""
"Razorgore the Untamed","10651$0.20%10.7k","-","-","0.00%","3.8",""
