"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Pemberstone","598574$11.49%598.6k","56.18%","-","49.00%","220.7",""
"Bandakar","512151$9.83%512.2k","56.94%","-","42.03%","188.8",""
"Guliveris","501930$9.64%501.9k","46.63%","-","34.26%","185.1",""
"Mortifier","403349$7.74%403.3k","55.80%","-","36.68%","148.7",""
"Akecheta","211543$4.06%211.5k","21.05%","-","22.76%","78.0",""
"Dohvyk","197202$3.79%197.2k","21.24%","-","22.89%","72.7",""
"Flatzz","190340$3.65%190.3k","32.31%","-","31.97%","70.2",""
"Furckinstein","187153$3.59%187.2k","24.52%","-","22.96%","69.0",""
"Changó","146576$2.81%146.6k","19.35%","-","22.18%","54.0",""
"Kirilov","135286$2.60%135.3k","14.14%","-","17.61%","49.9",""
"Synergy","133224$2.56%133.2k","14.60%","-","19.55%","49.1",""
"Seadub","117633$2.26%117.6k","8.86%","-","15.68%","43.4",""
"Pointed","115924$2.23%115.9k","10.16%","-","14.22%","42.7",""
"Deadstrike","111839$2.15%111.8k","19.65%","-","12.97%","41.2",""
"Hbar","109840$2.11%109.8k","6.47%","-","14.30%","40.5",""
"Nimda","106152$2.04%106.2k","14.66%","-","11.07%","39.1",""
"Parisshelton","101691$1.95%101.7k","12.73%","-","10.22%","37.5",""
"Duhd","96397$1.85%96.4k","8.42%","-","13.39%","35.5",""
"Jiero","91444$1.76%91.4k","25.88%","-","12.72%","33.7",""
"Kurtz","78895$1.51%78.9k","10.40%","72","11.11%","29.1",""
"Gaunz","74902$1.44%74.9k","8.38%","-","12.54%","27.6",""
"Ghazan","74587$1.43%74.6k","26.92%","-","10.13%","27.5",""
"Urumettu","69073$1.33%69.1k","23.64%","-","7.89%","25.5",""
"Lumieux","67649$1.30%67.6k","8.93%","66","7.34%","24.9",""
"Melven","66130$1.27%66.1k","5.90%","-","9.87%","24.4",""
"Milku","61624$1.18%61.6k","12.80%","-","6.37%","22.7",""
"Pythagorean","61461$1.18%61.5k","16.03%","-","7.03%","22.7",""
"Ultimecia","57671$1.11%57.7k","6.48%","-","8.19%","21.3",""
"Shamallama","56819$1.09%56.8k","14.40%","67","5.30%","20.9",""
"Irisviiel","56317$1.08%56.3k","13.10%","-","7.82%","20.8",""
"Ugara","55127$1.06%55.1k","13.18%","-","7.45%","20.3",""
"Wangcake","54373$1.04%54.4k","12.20%","74","7.80%","20.0",""
"Tauraheim","53521$1.03%53.5k","17.59%","-","7.88%","19.7",""
"Deyn","51972$1.00%52.0k","18.99%","70","6.40%","19.2",""
"Lavain","49419$0.95%49.4k","7.23%","-","5.76%","18.2",""
"Ishney","44208$0.85%44.2k","14.76%","-","7.76%","16.3",""
"Drgupta","40520$0.78%40.5k","16.89%","67","3.66%","14.9",""
"Jáx","32821$0.63%32.8k","7.91%","71","4.87%","12.1",""
"Slecht","31079$0.60%31.1k","18.03%","70","3.08%","11.5",""
"Razorgore the Untamed","2931$0.06%2.9k","-","-","0.00%","1.1",""
