"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"65","Drgupta","702038$15.35%702.0k","29.24%","68","74","58.43%","281.5",""
"64","Wangcake","598959$13.09%599.0k","31.80%","74","57","71.79%","240.2",""
"73","Milku","542836$11.87%542.8k","48.85%","-","63","74.47%","217.7",""
"40","Shamallama","459046$10.03%459.0k","22.95%","68","47","43.85%","184.1",""
"49","Pythagorean","428621$9.37%428.6k","24.31%","74","40","44.95%","171.9",""
"40","Necrohealya","387396$8.47%387.4k","44.27%","73","34","64.65%","155.3",""
"54","Slecht","331947$7.26%331.9k","40.58%","70","54","53.99%","133.1",""
"35","Nanahanapan","327945$7.17%327.9k","31.73%","-","62","54.29%","131.5",""
"60","Ghazan","281917$6.16%281.9k","23.94%","72","57","31.20%","113.0",""
"82","Tacomojo","230681$5.04%230.7k","30.51%","67","88","23.15%","92.5",""
"84","Flatzz","27869$0.61%27.9k","24.81%","-","83","49.76%","11.2",""
"92","Pemberstone","25749$0.56%25.7k","32.06%","-","92","9.92%","10.3",""
"66","Renke","21136$0.46%21.1k","34.63%","-","68","43.75%","8.5",""
"72","Garglegop","19540$0.43%19.5k","33.50%","-","71","34.52%","7.8",""
"90","Ultimecia","19428$0.42%19.4k","29.73%","-","89","1.39%","7.8",""
"66","Guliveris","18566$0.41%18.6k","25.78%","-","68","42.39%","7.4",""
"61","Lexzie","16887$0.37%16.9k","36.86%","64","62","44.84%","6.8",""
"77","Zugshirt","16335$0.36%16.3k","24.13%","68","75","1.03%","6.5",""
"55","Dohvyk","16001$0.35%16.0k","38.19%","-","53","45.25%","6.4",""
"62","Chrg","15694$0.34%15.7k","28.63%","-","65","50.76%","6.3",""
"62","Furckinstein","14743$0.32%14.7k","37.63%","-","59","42.55%","5.9",""
"87","Synergy","14468$0.32%14.5k","21.13%","-","87","3.15%","5.8",""
"74","Mortifier","13721$0.30%13.7k","5.52%","-","72","3.25%","5.5",""
"78","Deadstrike","10984$0.24%11.0k","58.85%","72","78","19.03%","4.4",""
"77","Dietolive","9846$0.22%9.8k","45.57%","72","77","0.00%","3.9",""
"73","Nimda","5640$0.12%5.6k","23.24%","68","74","1.58%","2.3",""
"78","Kirilov","5347$0.12%5.3k","48.60%","74","76","5.26%","2.1",""
"91","Hbar","3686$0.08%3.7k","-","63","90","0.00%","1.5",""
"97","Gaunz","2880$0.06%2.9k","-","71","97","0.00%","1.2",""
"95","Urumettu","2867$0.06%2.9k","-","73","96","0.00%","1.1",""
"-","Dayn","1640$0.04%1.6k","-","-","-","0.00%","0.7",""
"39","Melven","606$0.01%606.0","-","70","38","0.00%","0.2",""
