"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"56","Ultimecia","983418$5.02%983.4k","-","56","64.56%","265.1",""
"55","Mogs","933618$4.76%933.6k","62","55","59.89%","251.7",""
"34","Jiero","846535$4.32%846.5k","65","31","68.34%","228.2",""
"29","Funk","836690$4.27%836.7k","59","43","55.76%","225.5",""
"19","Kirilov","823578$4.20%823.6k","-","23","60.54%","222.0",""
"30","Melven","789641$4.03%789.6k","60","41","51.45%","212.9",""
"36","Dietolive","778867$3.97%778.9k","59","56","47.09%","210.0",""
"27","Cavander","772983$3.94%773.0k","62","27","52.60%","208.4",""
"14","Overbit","770409$3.93%770.4k","60","30","63.41%","207.7",""
"18","Hoebowjoe","759563$3.88%759.6k","60","25","53.54%","204.7",""
"29","Valara","759397$3.88%759.4k","60","40","50.51%","204.7",""
"31","Trike","752017$3.84%752.0k","-","40","69.00%","202.7",""
"47","Mexius","741077$3.78%741.1k","-","47","61.16%","199.8",""
"28","Akecheta","730021$3.73%730.0k","-","40","64.19%","196.8",""
"31","Changó","720279$3.68%720.3k","-","27","60.40%","194.2",""
"19","Grimseeker","673823$3.44%673.8k","-","24","58.82%","181.6",""
"8","Deadstrike","631583$3.22%631.6k","-","23","59.41%","170.2",""
"34","Muhhgi","631004$3.22%631.0k","58","50","66.47%","170.1",""
"10","Trii","604227$3.08%604.2k","61","18","50.18%","162.9",""
"29","Fossett","587539$3.00%587.5k","62","24","53.00%","158.4",""
"11","Saphex","565987$2.89%566.0k","55","26","50.58%","152.6",""
"6","Chainguin","558726$2.85%558.7k","-","8","52.44%","150.6",""
"6","Thicc","511411$2.61%511.4k","58","17","55.93%","137.9",""
"14","Flatzz","484271$2.47%484.3k","60","14","64.26%","130.5",""
"19","Impervious","479758$2.45%479.8k","-","30","57.18%","129.3",""
"8","Grimmeat","450659$2.30%450.7k","55","16","41.79%","121.5",""
"6","Ishney","416359$2.12%416.4k","56","21","50.87%","112.2",""
"24","Darunor","376085$1.92%376.1k","-","23","65.33%","101.4",""
"16","Furckinstein","306357$1.56%306.4k","-","21","63.22%","82.6",""
"13","Crox","296636$1.51%296.6k","-","31","82.53%","80.0",""
"-","Pythagorean","13538$0.07%13.5k","-","-","0.73%","3.6",""
"95","Nakur","4780$0.02%4.8k","-","95","2.72%","1.3",""
"89","Derka","2767$0.01%2.8k","-","91","0.56%","0.7",""
"90","Gonz","1652$0.01%1.7k","63","90","1.63%","0.4",""
"-","Ghazan","405$0.00%405.0","-","-","0.00%","0.1",""
"-","Enders","271$0.00%271.0","60","-","0.00%","0.1",""
"-","Milku","66$0.00%66.0","62","-","0.00%","0.0",""
