"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"96","Pythagorean","62918$15.51%62.9k","29.82%","-","96","44.90%","176.5",""
"70","Wangcake","44940$11.08%44.9k","41.29%","69","70","70.66%","126.1",""
"81","Eighchbar","43701$10.77%43.7k","36.29%","69","80","63.83%","122.6",""
"76","Slecht","41005$10.11%41.0k","46.77%","67","83","63.09%","115.0",""
"64","Milku","38790$9.56%38.8k","57.90%","71","53","69.93%","108.8",""
"83","Tazdink","37386$9.22%37.4k","17.31%","68","82","25.60%","104.9",""
"67","Ratshot","31504$7.77%31.5k","46.17%","65","85","43.73%","88.4",""
"64","Deyn","30692$7.57%30.7k","49.06%","69","59","26.68%","86.1",""
"66","Yunghelga","29013$7.15%29.0k","17.31%","64","82","23.10%","81.4",""
"27","Enders","21380$5.27%21.4k","35.21%","69","25","38.34%","60.0",""
"30","Necrohealya","7810$1.93%7.8k","63.37%","-","30","21.21%","21.9",""
"59","Crox","2762$0.68%2.8k","8.87%","-","54","5.76%","7.7",""
"95","Tumblebug","2574$0.63%2.6k","-","64","95","0.00%","7.2",""
"91","Pemberstone","1596$0.39%1.6k","-","-","92","0.68%","4.5",""
"69","Ultimecia","1488$0.37%1.5k","38.00%","72","66","2.28%","4.2",""
"69","Dietolive","1440$0.35%1.4k","-","64","70","0.00%","4.0",""
"76","Flatzz","1099$0.27%1.1k","41.73%","64","77","25.73%","3.1",""
"59","Bandakar","1017$0.25%1.0k","56.33%","-","54","26.88%","2.9",""
"69","Leetwreck","947$0.23%947.0","51.08%","-","68","28.88%","2.7",""
"68","Valara","920$0.23%920.0","-","68","69","0.00%","2.6",""
"69","Akecheta","884$0.22%884.0","51.80%","-","69","35.02%","2.5",""
"69","Dohvyk","843$0.21%843.0","44.87%","65","70","25.35%","2.4",""
"32","Guliveris","600$0.15%600.0","65.12%","66","29","27.85%","1.7",""
"56","Stankdik","186$0.05%186.0","51.31%","66","57","1.01%","0.5",""
"56","Kirilov","110$0.03%110.0","81.82%","-","59","2.20%","0.3",""
"21","Changó","40$0.01%40.0","86.93%","68","18","5.29%","0.1",""
