"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"65","Wangcake","693397$10.13%693.4k","41.36%","-","65","75.60%","178.8",""
"65","Eighchbar","653215$9.55%653.2k","39.52%","-","66","74.68%","168.5",""
"55","Yunghelga","632351$9.24%632.4k","22.29%","65","65","43.88%","163.1",""
"38","Deyn","617092$9.02%617.1k","34.60%","-","35","39.31%","159.2",""
"59","Pythagorean","604212$8.83%604.2k","37.44%","-","60","56.22%","155.8",""
"47","Shelton","560481$8.19%560.5k","51.12%","68","52","76.94%","144.6",""
"55","Necrohealya","548460$8.01%548.5k","48.08%","70","56","67.43%","141.5",""
"68","Milku","529500$7.74%529.5k","46.67%","-","64","66.31%","136.6",""
"57","Slecht","518106$7.57%518.1k","48.64%","67","65","73.69%","133.6",""
"27","Tazdink","437518$6.39%437.5k","26.00%","-","27","37.49%","112.8",""
"56","Tauraheim","430865$6.30%430.9k","52.07%","66","68","59.39%","111.1",""
"44","Ghazan","197200$2.88%197.2k","25.52%","-","42","16.93%","50.9",""
"88","Hoebowjoe","58554$0.86%58.6k","0.57%","-","88","7.21%","15.1",""
"91","Bandakar","49375$0.72%49.4k","25.18%","-","90","48.54%","12.7",""
"86","Jáx","36129$0.53%36.1k","-","-","87","3.73%","9.3",""
"56","Fossett","26266$0.38%26.3k","13.96%","69","56","1.85%","6.8",""
"67","Guliveris","24606$0.36%24.6k","36.78%","-","68","35.74%","6.3",""
"66","Akecheta","23886$0.35%23.9k","43.89%","-","65","53.13%","6.2",""
"60","Dohvyk","20246$0.30%20.2k","45.95%","-","58","54.39%","5.2",""
"76","Ultimecia","18873$0.28%18.9k","46.33%","-","75","1.69%","4.9",""
"33","Buffymctank","18409$0.27%18.4k","49.98%","64","31","46.04%","4.7",""
"45","Furckinstein","15147$0.22%15.1k","51.70%","67","42","47.33%","3.9",""
"38","Valara","14351$0.21%14.4k","-","68","37","2.04%","3.7",""
"53","Danty","13604$0.20%13.6k","55.54%","-","50","34.55%","3.5",""
"82","Pemberstone","13566$0.20%13.6k","55.88%","-","81","5.33%","3.5",""
"75","Dietolive","9178$0.13%9.2k","18.43%","70","75","0.00%","2.4",""
"85","Jiero","8528$0.12%8.5k","-","-","85","0.89%","2.2",""
"69","Stankdik","8232$0.12%8.2k","27.53%","67","71","2.14%","2.1",""
"68","Seadub","7869$0.11%7.9k","61.13%","-","67","1.45%","2.0",""
"20","Parisshelton","7169$0.10%7.2k","-","-","20","1.17%","1.8",""
"65","Deadstrike","6906$0.10%6.9k","49.85%","-","69","4.40%","1.8",""
"87","Ishney","6573$0.10%6.6k","14.16%","-","88","0.52%","1.7",""
"79","Ratshot","6481$0.09%6.5k","26.68%","-","84","1.35%","1.7",""
"83","Irisviiel","5330$0.08%5.3k","-","67","84","0.00%","1.4",""
"54","Changó","5131$0.07%5.1k","61.38%","-","51","21.52%","1.3",""
"59","Gaunz","5130$0.07%5.1k","-","-","60","0.00%","1.3",""
"74","Urumettu","4435$0.06%4.4k","-","-","76","0.00%","1.1",""
"63","Kirilov","3919$0.06%3.9k","67.94%","-","62","4.85%","1.0",""
"15","Duhd","3139$0.05%3.1k","10.01%","-","17","0.00%","0.8",""
