"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","83024$30.47%83.0k","54.36%","-","47.61%","231.4",""
"Furckinstein","37803$13.88%37.8k","54.58%","61","18.64%","105.4",""
"Impervious","22044$8.09%22.0k","31.55%","59","9.81%","61.4",""
"Ghazan","12083$4.43%12.1k","-","-","0.00%","33.7",""
"Milku","10703$3.93%10.7k","-","59","0.00%","29.8",""
"Phugoid","9671$3.55%9.7k","-","63","1.04%","27.0",""
"Ultimecia","8386$3.08%8.4k","-","64","0.00%","23.4",""
"Tazdink","7948$2.92%7.9k","11.16%","54","0.00%","22.2",""
"Darunor","7844$2.88%7.8k","10.83%","-","3.17%","21.9",""
"Dietolive","7401$2.72%7.4k","10.97%","-","0.00%","20.6",""
"Grimmeat","6821$2.50%6.8k","7.21%","56","0.00%","19.0",""
"Changó","6013$2.21%6.0k","6.54%","63","2.94%","16.8",""
"Bandakar","5057$1.86%5.1k","3.97%","-","0.00%","14.1",""
"Deyn","4859$1.78%4.9k","-","63","0.00%","13.5",""
"Danty","4281$1.57%4.3k","27.77%","61","3.05%","11.9",""
"Grimseeker","3730$1.37%3.7k","-","64","0.00%","10.4",""
"Akecheta","3510$1.29%3.5k","-","61","0.00%","9.8",""
"Muhhgi","3382$1.24%3.4k","-","60","0.00%","9.4",""
"Funk","3380$1.24%3.4k","-","61","0.00%","9.4",""
"Enders","3220$1.18%3.2k","-","61","0.00%","9.0",""
"Kirilov","3083$1.13%3.1k","-","64","0.00%","8.6",""
"Trii","2951$1.08%3.0k","-","62","0.00%","8.2",""
"Deadstrike","2230$0.82%2.2k","-","59","0.00%","6.2",""
"Fossett","1944$0.71%1.9k","-","63","0.00%","5.4",""
"Jiero","1805$0.66%1.8k","27.57%","66","0.00%","5.0",""
"Dankling","1585$0.58%1.6k","24.95%","55","0.00%","4.4",""
"Claudiu","1548$0.57%1.5k","-","58","0.00%","4.3",""
"Gonz","1528$0.56%1.5k","-","63","0.00%","4.3",""
"Overbit","1513$0.56%1.5k","-","60","0.00%","4.2",""
"Cavander","1435$0.53%1.4k","-","62","0.00%","4.0",""
"Hoebowjoe","1338$0.49%1.3k","-","61","0.00%","3.7",""
"Thamir","332$0.12%332.0","27.03%","60","0.00%","0.9",""
