"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","1222435$34.90%1.22m","61.52%","-","77.26%","554.8",""
"Bandakar","242359$6.92%242.4k","55.06%","-","24.85%","110.0",""
"Darunor","200389$5.72%200.4k","53.90%","-","23.66%","90.9",""
"Akecheta","116477$3.33%116.5k","9.41%","64","23.59%","52.9",""
"Danty","112495$3.21%112.5k","43.09%","-","21.76%","51.1",""
"Impervious","86181$2.46%86.2k","25.87%","-","19.12%","39.1",""
"Pemberstone","86164$2.46%86.2k","28.90%","-","17.10%","39.1",""
"Muhhgi","81697$2.33%81.7k","12.84%","-","21.12%","37.1",""
"Deadstrike","73234$2.09%73.2k","10.57%","65","13.88%","33.2",""
"Trii","70125$2.00%70.1k","17.60%","69","27.09%","31.8",""
"Overbit","68611$1.96%68.6k","7.95%","63","10.94%","31.1",""
"Urumettu","64928$1.85%64.9k","13.64%","65","11.07%","29.5",""
"Chainguin","61162$1.75%61.2k","16.79%","-","11.39%","27.8",""
"Leetwreck","59790$1.71%59.8k","10.62%","61","16.27%","27.1",""
"Kirilov","56297$1.61%56.3k","9.65%","65","14.84%","25.5",""
"Dirtÿ","51372$1.47%51.4k","14.25%","64","8.76%","23.3",""
"Changó","50827$1.45%50.8k","14.59%","67","16.06%","23.1",""
"Deyn","48092$1.37%48.1k","12.81%","-","7.13%","21.8",""
"Cavander","46640$1.33%46.6k","10.58%","66","9.35%","21.2",""
"Shamallama","45384$1.30%45.4k","6.64%","-","9.95%","20.6",""
"Dietolive","44960$1.28%45.0k","4.68%","-","7.94%","20.4",""
"Jiero","44351$1.27%44.4k","4.99%","-","11.87%","20.1",""
"Ishney","43701$1.25%43.7k","9.13%","67","9.69%","19.8",""
"Enders","42373$1.21%42.4k","12.86%","66","5.78%","19.2",""
"Tazdink","41072$1.17%41.1k","12.60%","66","9.65%","18.6",""
"Necrohealya","40915$1.17%40.9k","11.12%","67","3.66%","18.6",""
"Valara","39961$1.14%40.0k","10.98%","-","12.45%","18.1",""
"Gonz","39581$1.13%39.6k","19.58%","67","9.45%","18.0",""
"Hoebowjoe","39204$1.12%39.2k","7.21%","-","7.65%","17.8",""
"Milku","31342$0.89%31.3k","9.60%","69","4.09%","14.2",""
"Pythagorean","30938$0.88%30.9k","1.42%","67","3.50%","14.0",""
"Eighchbar","30675$0.88%30.7k","5.66%","64","6.37%","13.9",""
"Ghazan","28454$0.81%28.5k","12.97%","-","6.14%","12.9",""
"Ultimecia","27754$0.79%27.8k","9.21%","-","7.76%","12.6",""
"Takanu","27257$0.78%27.3k","5.44%","63","3.26%","12.4",""
"Slecht","26352$0.75%26.4k","6.74%","-","2.32%","12.0",""
"Fossett","25754$0.74%25.8k","5.90%","-","3.69%","11.7",""
"Furckinstein","23749$0.68%23.7k","28.26%","-","2.66%","10.8",""
"Wangcake","22448$0.64%22.4k","8.06%","66","4.45%","10.2",""
"Flatzz","7303$0.21%7.3k","14.02%","65","1.03%","3.3",""
