"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"54","Deyn","674204$12.35%674.2k","23.51%","63","50","53.01%","208.6",""
"70","Milku","611719$11.20%611.7k","36.94%","65","64","80.94%","189.3",""
"50","Pythagorean","512395$9.38%512.4k","30.55%","62","60","54.89%","158.5",""
"38","Phugoid","509151$9.32%509.2k","34.19%","-","35","63.38%","157.5",""
"25","Gonz","470201$8.61%470.2k","20.01%","65","21","38.04%","145.5",""
"53","Eighchbar","460111$8.43%460.1k","27.18%","-","76","73.67%","142.4",""
"16","Ghazan","445992$8.17%446.0k","26.88%","-","16","39.62%","138.0",""
"28","Hii","422073$7.73%422.1k","33.89%","-","32","59.96%","130.6",""
"44","Nakur","360221$6.60%360.2k","42.34%","64","38","55.83%","111.5",""
"35","Necrohealya","323056$5.92%323.1k","34.57%","58","54","52.14%","100.0",""
"18","Tazdink","290767$5.33%290.8k","14.89%","60","22","30.67%","90.0",""
"88","Hoebowjoe","38752$0.71%38.8k","-","62","88","1.77%","12.0",""
"67","Danty","27804$0.51%27.8k","22.56%","-","66","33.80%","8.6",""
"75","Mogs","22731$0.42%22.7k","-","-","75","0.00%","7.0",""
"76","Funk","22370$0.41%22.4k","-","60","74","0.00%","6.9",""
"51","Akecheta","21805$0.40%21.8k","30.19%","62","47","47.80%","6.7",""
"75","Ultimecia","20104$0.37%20.1k","49.39%","64","73","1.93%","6.2",""
"58","Impervious","19155$0.35%19.2k","23.13%","61","55","26.38%","5.9",""
"57","Muhhgi","18505$0.34%18.5k","26.37%","61","54","32.47%","5.7",""
"56","Changó","17574$0.32%17.6k","30.02%","-","54","34.50%","5.4",""
"78","Mexius","16486$0.30%16.5k","15.61%","-","77","4.60%","5.1",""
"22","Darunor","16081$0.29%16.1k","34.89%","-","38","3.09%","5.0",""
"45","Bandakar","14066$0.26%14.1k","8.85%","-","43","2.47%","4.4",""
"70","Deadstrike","12230$0.22%12.2k","34.26%","61","73","6.55%","3.8",""
"56","Pemberstone","11758$0.22%11.8k","24.62%","-","58","1.85%","3.6",""
"60","Trii","10240$0.19%10.2k","21.70%","64","59","2.89%","3.2",""
"84","Grimseeker","9293$0.17%9.3k","-","-","84","0.54%","2.9",""
"57","Claudiu","9239$0.17%9.2k","-","61","56","0.53%","2.9",""
"51","Crox","9210$0.17%9.2k","6.87%","-","54","1.12%","2.8",""
"69","Cavander","9046$0.17%9.0k","46.73%","62","67","0.00%","2.8",""
"52","Fossett","8574$0.16%8.6k","-","64","49","0.00%","2.7",""
"63","Valara","8167$0.15%8.2k","-","-","63","0.54%","2.5",""
"91","Jiero","7885$0.14%7.9k","-","-","90","0.00%","2.4",""
"60","Kirilov","7544$0.14%7.5k","49.35%","65","59","4.99%","2.3",""
"61","Chingu","5992$0.11%6.0k","0.20%","-","65","0.00%","1.9",""
"72","Crow","5365$0.10%5.4k","22.36%","-","76","11.88%","1.7",""
"94","Dankling","5126$0.09%5.1k","-","56","97","0.56%","1.6",""
"38","Melven","2809$0.05%2.8k","-","61","35","0.00%","0.9",""
"55","Chainguin","2421$0.04%2.4k","31.61%","64","54","0.71%","0.7",""
