"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Bandakar","587457$12.10%587.5k","49.53%","-","55.11%","221.1",""
"Guliveris","550290$11.33%550.3k","45.11%","-","50.94%","207.2",""
"Pemberstone","539355$11.11%539.4k","51.31%","-","47.62%","203.0",""
"Changó","241479$4.97%241.5k","30.58%","-","28.04%","90.9",""
"Akecheta","223483$4.60%223.5k","23.16%","-","24.58%","84.1",""
"Buffymctank","217037$4.47%217.0k","11.87%","-","24.73%","81.7",""
"Dohvyk","190241$3.92%190.2k","19.01%","-","22.61%","71.6",""
"Flatzz","155212$3.20%155.2k","11.20%","-","20.75%","58.4",""
"Dïrty","144904$2.98%144.9k","16.48%","63","17.89%","54.5",""
"Furckinstein","144840$2.98%144.8k","15.55%","-","15.15%","54.5",""
"Synergy","117569$2.42%117.6k","7.33%","-","15.64%","44.3",""
"Ultimecia","117258$2.41%117.3k","10.68%","72","8.55%","44.1",""
"Gaunz","115723$2.38%115.7k","6.05%","-","10.33%","43.6",""
"Stankdik","103194$2.12%103.2k","11.72%","69","12.46%","38.8",""
"Deadstrike","97463$2.01%97.5k","11.25%","69","13.35%","36.7",""
"Joepesci","97439$2.01%97.4k","8.30%","-","12.15%","36.7",""
"Eighchbar","66213$1.36%66.2k","9.70%","-","4.04%","24.9",""
"Seadub","63922$1.32%63.9k","6.77%","70","4.29%","24.1",""
"Duhd","61781$1.27%61.8k","4.37%","-","5.33%","23.3",""
"Dietolive","61044$1.26%61.0k","7.91%","-","4.81%","23.0",""
"Urumettu","56171$1.16%56.2k","12.59%","67","3.79%","21.1",""
"Ratshot","54531$1.12%54.5k","7.29%","-","3.91%","20.5",""
"Ghazan","51701$1.06%51.7k","19.34%","-","4.22%","19.5",""
"Parisshelton","51518$1.06%51.5k","8.99%","69","3.04%","19.4",""
"Milku","51395$1.06%51.4k","15.72%","71","2.88%","19.3",""
"Valara","51137$1.05%51.1k","6.01%","69","3.32%","19.3",""
"Shelton","51096$1.05%51.1k","13.32%","69","3.56%","19.2",""
"Yunghelga","50633$1.04%50.6k","13.79%","69","3.13%","19.1",""
"Tauraheim","49228$1.01%49.2k","10.72%","-","3.59%","18.5",""
"Hoebowjoe","48643$1.00%48.6k","13.41%","-","3.15%","18.3",""
"Pythagorean","48482$1.00%48.5k","7.29%","70","2.58%","18.3",""
"Fossett","48247$0.99%48.2k","6.36%","71","2.91%","18.2",""
"Deyn","47312$0.97%47.3k","18.48%","71","3.13%","17.8",""
"Necrohealya","47275$0.97%47.3k","11.11%","70","3.66%","17.8",""
"Ishney","45949$0.95%45.9k","14.84%","73","2.95%","17.3",""
"Irisviiel","44793$0.92%44.8k","14.98%","-","3.31%","16.9",""
"Wangcake","41510$0.85%41.5k","13.16%","-","2.60%","15.6",""
"Daxis","40747$0.84%40.7k","6.47%","-","2.77%","15.3",""
"Dryrun","39300$0.81%39.3k","16.46%","-","2.43%","14.8",""
"Slecht","38360$0.79%38.4k","7.08%","69","2.18%","14.4",""
"Jainax","1269$0.03%1.3k","3.42%","65","0.00%","0.5",""
"Tumblebug","947$0.02%947.0","21.61%","69","0.00%","0.4",""
"Gascony","98$0.00%98.0","-","13","0.00%","0.0",""
