"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"60","Dohvyk","1250254$11.24%1.25m","69","49","72.68%","350.5",""
"66","Bandakar","1184726$10.65%1.18m","69","55","79.57%","332.2",""
"53","Buffymctank","1178935$10.60%1.18m","-","52","71.78%","330.5",""
"56","Pointed","1060030$9.53%1.06m","-","73","69.09%","297.2",""
"77","Jiero","1049262$9.43%1.05m","-","65","63.76%","294.2",""
"51","Irisviiel","866893$7.79%866.9k","67","51","58.22%","243.1",""
"58","Hoebowjoe","853620$7.67%853.6k","-","55","49.24%","239.3",""
"55","Guliveris","838496$7.54%838.5k","-","52","76.63%","235.1",""
"37","Seadub","779535$7.01%779.5k","70","25","49.10%","218.6",""
"61","Pemberstone","560202$5.04%560.2k","-","52","72.44%","157.1",""
"51","Fossett","511520$4.60%511.5k","-","35","42.74%","143.4",""
"44","Crox","436782$3.93%436.8k","-","35","66.38%","122.5",""
"57","Cubensis","259603$2.33%259.6k","65","58","21.49%","72.8",""
"84","Pythagorean","94250$0.85%94.3k","70","84","12.39%","26.4",""
"98","Slecht","83189$0.75%83.2k","67","98","22.30%","23.3",""
"82","Tazdink","46985$0.42%47.0k","-","81","6.06%","13.2",""
"73","Deyn","40377$0.36%40.4k","68","73","6.32%","11.3",""
"63","Shelton","14868$0.13%14.9k","68","63","1.96%","4.2",""
"89","Wangcake","11352$0.10%11.4k","70","88","2.24%","3.2",""
"58","Eighchbar","3190$0.03%3.2k","69","58","0.53%","0.9",""
