"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","515667$13.06%515.7k","59.34%","-","49.90%","242.6",""
"Bandakar","393673$9.97%393.7k","55.09%","-","39.32%","185.2",""
"Pemberstone","310610$7.87%310.6k","49.69%","-","34.72%","146.1",""
"Guliveris","304902$7.72%304.9k","47.34%","-","28.46%","143.4",""
"Furckinstein","206262$5.22%206.3k","22.93%","-","27.68%","97.0",""
"Akecheta","189600$4.80%189.6k","18.25%","-","28.98%","89.2",""
"Dohvyk","161325$4.09%161.3k","19.15%","-","21.92%","75.9",""
"Danty","132810$3.36%132.8k","21.22%","69","21.31%","62.5",""
"Razorgore the Untamed","116337$2.95%116.3k","-","-","2.74%","54.7",""
"Changó","113313$2.87%113.3k","15.39%","-","21.38%","53.3",""
"Synergy","96229$2.44%96.2k","11.35%","-","17.23%","45.3",""
"Deadstrike","93468$2.37%93.5k","21.50%","-","15.03%","44.0",""
"Stankdik","83645$2.12%83.6k","16.85%","-","12.00%","39.4",""
"Kirilov","77060$1.95%77.1k","18.15%","-","9.18%","36.3",""
"Gaunz","75348$1.91%75.3k","7.53%","-","13.31%","35.4",""
"Seadub","69962$1.77%70.0k","8.65%","-","10.52%","32.9",""
"Hoebowjoe","68666$1.74%68.7k","13.76%","-","11.38%","32.3",""
"Jáx","55501$1.41%55.5k","14.48%","-","10.12%","26.1",""
"Duhd","54794$1.39%54.8k","7.72%","-","8.38%","25.8",""
"Dietolive","51874$1.31%51.9k","8.14%","-","8.52%","24.4",""
"Tazdink","49765$1.26%49.8k","15.12%","69","6.79%","23.4",""
"Tauraheim","48621$1.23%48.6k","11.59%","68","7.03%","22.9",""
"Dryrun","46499$1.18%46.5k","12.62%","-","8.11%","21.9",""
"Deyn","42955$1.09%43.0k","14.47%","-","8.24%","20.2",""
"Parisshelton","42562$1.08%42.6k","10.97%","69","7.96%","20.0",""
"Yunghelga","42300$1.07%42.3k","21.21%","69","6.59%","19.9",""
"Jiero","42078$1.07%42.1k","19.69%","-","5.36%","19.8",""
"Tumblebug","40989$1.04%41.0k","13.81%","69","9.08%","19.3",""
"Ultimecia","40915$1.04%40.9k","10.68%","-","7.20%","19.2",""
"Dirtÿ","38915$0.99%38.9k","9.53%","73","6.44%","18.3",""
"Milku","38777$0.98%38.8k","15.73%","71","7.00%","18.2",""
"Pythagorean","36007$0.91%36.0k","8.21%","-","6.26%","16.9",""
"Ghazan","35964$0.91%36.0k","27.33%","-","6.40%","16.9",""
"Necrohealya","34357$0.87%34.4k","10.02%","70","6.69%","16.2",""
"Eighchbar","31990$0.81%32.0k","8.95%","-","4.80%","15.1",""
"Enders","31587$0.80%31.6k","10.30%","67","5.18%","14.9",""
"Fossett","30257$0.77%30.3k","6.51%","-","4.69%","14.2",""
"Wangcake","27711$0.70%27.7k","21.09%","-","4.86%","13.0",""
"Slecht","27454$0.70%27.5k","16.25%","69","4.00%","12.9",""
"Ishney","24400$0.62%24.4k","18.94%","73","7.04%","11.5",""
"Valara","23961$0.61%24.0k","10.99%","-","5.46%","11.3",""
