"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"81","Pythagorean","390944$12.34%390.9k","27.96%","67","85","73.61%","249.3",""
"47","Deyn","290136$9.16%290.1k","27.07%","-","61","44.46%","185.0",""
"76","Necrohealya","289955$9.15%290.0k","39.05%","-","82","72.00%","184.9",""
"42","Takanu","271743$8.58%271.7k","28.39%","-","60","44.03%","173.3",""
"56","Enders","269128$8.50%269.1k","25.65%","66","64","50.07%","171.7",""
"22","Wangcake","256961$8.11%257.0k","39.63%","-","28","75.65%","163.9",""
"28","Eighchbar","235642$7.44%235.6k","32.95%","-","44","74.78%","150.3",""
"36","Milku","232358$7.33%232.4k","46.58%","-","36","81.09%","148.2",""
"25","Gonz","227872$7.19%227.9k","27.06%","67","27","37.00%","145.3",""
"21","Tazdink","213843$6.75%213.8k","19.91%","-","30","47.08%","136.4",""
"54","Ghazan","163324$5.16%163.3k","26.75%","-","57","27.36%","104.2",""
"14","Slecht","122195$3.86%122.2k","49.14%","64","29","54.15%","77.9",""
"94","Mogs","23409$0.74%23.4k","0.41%","63","95","8.40%","14.9",""
"77","Fossett","18865$0.60%18.9k","2.59%","66","78","3.51%","12.0",""
"50","Pemberstone","18176$0.57%18.2k","28.61%","-","53","7.02%","11.6",""
"89","Hoebowjoe","13833$0.44%13.8k","-","-","89","6.58%","8.8",""
"82","Ultimecia","12422$0.39%12.4k","23.88%","67","84","5.53%","7.9",""
"55","Akecheta","11482$0.36%11.5k","23.84%","-","53","42.75%","7.3",""
"73","Impervious","10235$0.32%10.2k","29.79%","64","70","37.92%","6.5",""
"88","Danty","9908$0.31%9.9k","14.73%","-","87","29.39%","6.3",""
"79","Dietolive","9403$0.30%9.4k","21.25%","-","81","1.42%","6.0",""
"64","Changó","9063$0.29%9.1k","35.87%","-","62","39.23%","5.8",""
"82","Mexius","8441$0.27%8.4k","-","-","86","2.40%","5.4",""
"81","Jiero","6176$0.19%6.2k","-","-","82","2.09%","3.9",""
"77","Bandakar","6011$0.19%6.0k","28.86%","-","75","5.62%","3.8",""
"39","Valara","5548$0.18%5.5k","17.53%","-","44","2.18%","3.5",""
"66","Cavander","5449$0.17%5.4k","-","-","71","0.00%","3.5",""
"64","Claudiu","5037$0.16%5.0k","-","65","67","3.12%","3.2",""
"71","Deadstrike","4980$0.16%5.0k","29.00%","65","72","6.40%","3.2",""
"80","Overbit","4523$0.14%4.5k","19.04%","63","78","3.44%","2.9",""
"65","Chainguin","3389$0.11%3.4k","20.91%","-","65","0.93%","2.2",""
"70","Flatzz","3265$0.10%3.3k","2.94%","-","68","2.27%","2.1",""
"80","Slybanana","2895$0.09%2.9k","25.67%","63","75","1.24%","1.8",""
"-","Urumettu","2643$0.08%2.6k","-","67","-","0.00%","1.7",""
"73","Kirilov","2154$0.07%2.2k","44.44%","65","74","2.49%","1.4",""
"65","Trii","1966$0.06%2.0k","26.20%","69","71","2.66%","1.3",""
"24","Dirtÿ","1840$0.06%1.8k","-","-","31","0.77%","1.2",""
"60","Crox","1679$0.05%1.7k","44.82%","-","57","1.26%","1.1",""
"93","Darunor","1128$0.04%1.1k","15.06%","-","93","0.57%","0.7",""
