"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"59","Wangcake","1048853$23.91%1.05m","36.41%","-","54","79.08%","201.9",""
"26","Cubensis","712773$16.25%712.8k","33.67%","64","33","45.78%","137.2",""
"30","Pythagorean","612915$13.97%612.9k","41.62%","-","27","44.02%","118.0",""
"37","Slecht","581727$13.26%581.7k","42.66%","67","39","59.96%","112.0",""
"18","Tazdink","523447$11.93%523.4k","23.87%","68","15","32.45%","100.8",""
"43","Enders","513225$11.70%513.2k","42.72%","-","40","39.12%","98.8",""
"75","Eighchbar","122662$2.80%122.7k","30.07%","-","72","8.51%","23.6",""
"93","Ghazan","56526$1.29%56.5k","20.77%","70","92","2.03%","10.9",""
"90","Hoebowjoe","54235$1.24%54.2k","1.36%","-","91","7.30%","10.4",""
"71","Akecheta","30780$0.70%30.8k","44.57%","-","68","54.13%","5.9",""
"85","Pemberstone","28777$0.66%28.8k","40.32%","68","87","9.25%","5.5",""
"66","Necrohealya","26566$0.61%26.6k","48.83%","-","65","3.69%","5.1",""
"51","Dohvyk","23688$0.54%23.7k","44.79%","-","48","48.22%","4.6",""
"47","Furckinstein","17255$0.39%17.3k","40.31%","-","43","34.79%","3.3",""
"81","Seadub","13313$0.30%13.3k","66.01%","71","80","18.86%","2.6",""
"88","Gaunz","10075$0.23%10.1k","10.94%","-","88","0.00%","1.9",""
"74","Pointed","9200$0.21%9.2k","42.43%","-","79","2.53%","1.8",""
