"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Bandakar","648380$22.39%648.4k","50.23%","73","67.01%","199.1",""
"Guliveris","515908$17.81%515.9k","48.97%","-","55.70%","158.4",""
"Dïrty","228067$7.88%228.1k","18.99%","-","30.43%","70.0",""
"Buffymctank","202119$6.98%202.1k","34.82%","-","24.00%","62.1",""
"Kasako","167921$5.80%167.9k","20.29%","64","26.69%","51.6",""
"Dietolive","143935$4.97%143.9k","9.16%","-","23.96%","44.2",""
"Joepesci","130564$4.51%130.6k","11.46%","-","21.31%","40.1",""
"Seadub","123348$4.26%123.3k","5.30%","70","20.46%","37.9",""
"Tauraheim","93650$3.23%93.7k","25.26%","-","15.21%","28.8",""
"Trolleficent","87231$3.01%87.2k","7.37%","-","15.39%","26.8",""
"Tazdink","80619$2.78%80.6k","9.26%","69","15.71%","24.8",""
"Eighchbar","76164$2.63%76.2k","12.75%","-","15.03%","23.4",""
"Parisshelton","73641$2.54%73.6k","10.01%","69","13.08%","22.6",""
"Deyn","69766$2.41%69.8k","15.85%","71","15.24%","21.4",""
"Gonz","67709$2.34%67.7k","14.49%","-","12.41%","20.8",""
"Dryrun","63565$2.19%63.6k","11.01%","64","13.90%","19.5",""
"Furkinstine","63317$2.19%63.3k","7.16%","49","12.74%","19.4",""
"Pythagorean","60081$2.07%60.1k","5.51%","-","15.16%","18.4",""
