"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"50","Deyn","605907$12.84%605.9k","34.51%","74","41","46.52%","232.6",""
"59","Wangcake","504452$10.69%504.5k","39.95%","74","51","70.89%","193.7",""
"45","Drgupta","503855$10.68%503.9k","39.94%","68","52","53.75%","193.4",""
"61","Eighchbar","479711$10.17%479.7k","36.00%","71","59","68.41%","184.2",""
"35","Shamallama","468523$9.93%468.5k","30.79%","69","38","46.79%","179.9",""
"35","Gonz","451654$9.57%451.7k","32.62%","69","37","51.14%","173.4",""
"49","Ghazan","396677$8.41%396.7k","38.56%","-","52","41.08%","152.3",""
"34","Lumieux","357634$7.58%357.6k","41.50%","-","33","62.08%","137.3",""
"43","Pythagorean","349528$7.41%349.5k","31.23%","74","35","40.27%","134.2",""
"49","Slecht","276996$5.87%277.0k","45.45%","71","46","50.67%","106.3",""
"90","Tacomojo","89181$1.89%89.2k","39.66%","-","88","11.15%","34.2",""
"59","Guliveris","20492$0.43%20.5k","31.47%","-","64","47.46%","7.9",""
"80","Mortifier","18840$0.40%18.8k","32.45%","-","80","8.00%","7.2",""
"67","Akecheta","18313$0.39%18.3k","45.88%","-","65","58.45%","7.0",""
"58","Flatzz","18235$0.39%18.2k","34.23%","-","55","56.53%","7.0",""
"68","Bandakar","17329$0.37%17.3k","23.40%","-","69","43.78%","6.7",""
"60","Renke","16394$0.35%16.4k","39.59%","-","62","36.80%","6.3",""
"92","Pemberstone","15616$0.33%15.6k","22.73%","-","94","5.00%","6.0",""
"62","Dohvyk","15583$0.33%15.6k","43.92%","-","60","51.74%","6.0",""
"79","Deadstrike","14805$0.31%14.8k","44.70%","72","79","18.98%","5.7",""
"82","Ultimecia","14462$0.31%14.5k","47.56%","75","81","0.56%","5.6",""
"79","Synergy","14121$0.30%14.1k","27.44%","-","77","6.09%","5.4",""
"54","Garglegop","13634$0.29%13.6k","39.27%","-","52","40.77%","5.2",""
"80","Nimda","6820$0.14%6.8k","31.96%","68","81","2.81%","2.6",""
"57","Chrg","6387$0.14%6.4k","50.97%","64","60","26.63%","2.5",""
"69","Dietolive","6342$0.13%6.3k","34.78%","72","69","0.00%","2.4",""
"92","Urumettu","5202$0.11%5.2k","-","73","93","0.00%","2.0",""
"82","Parisshelton","3172$0.07%3.2k","-","74","82","0.00%","1.2",""
"56","Furkinstine","2214$0.05%2.2k","-","65","49","0.00%","0.8",""
"60","Accessdenied","2050$0.04%2.1k","48.58%","-","63","1.49%","0.8",""
"43","Muja","1836$0.04%1.8k","-","-","42","0.00%","0.7",""
"39","Kurtz","1681$0.04%1.7k","-","73","39","0.00%","0.6",""
