"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"76","Dohvyk","330038$9.77%330.0k","70","70","72.06%","378.1",""
"64","Nimda","288695$8.54%288.7k","69","70","72.35%","330.7",""
"76","Gaunz","257448$7.62%257.4k","73","66","53.00%","294.9",""
"68","Irisviiel","255120$7.55%255.1k","77","47","65.65%","292.3",""
"52","Jiera","251062$7.43%251.1k","65","66","77.28%","287.6",""
"51","Seraf","235521$6.97%235.5k","-","54","48.60%","269.8",""
"42","Deadstrike","231354$6.85%231.4k","74","33","63.60%","265.0",""
"44","Melven","230924$6.83%230.9k","70","51","51.63%","264.5",""
"44","Synergy","228168$6.75%228.2k","74","35","63.36%","261.4",""
"70","Duhd","215317$6.37%215.3k","74","54","39.10%","246.7",""
"69","Seadub","195946$5.80%195.9k","70","73","46.16%","224.5",""
"69","Guliveris","182503$5.40%182.5k","78","71","86.43%","209.1",""
"35","Drgupta","147168$4.36%147.2k","71","19","62.34%","168.6",""
"28","Mortifier","116434$3.45%116.4k","74","24","73.66%","133.4",""
"44","Kasako","102462$3.03%102.5k","67","42","36.03%","117.4",""
"17","Thoominn","99366$2.94%99.4k","63","29","46.71%","113.8",""
"90","Pythagorean","8868$0.26%8.9k","75","89","2.34%","10.2",""
"93","Slecht","2550$0.08%2.6k","71","93","2.93%","2.9",""
