"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","1555141$19.12%1.56m","60.16%","-","56.38%","316.4",""
"Bandakar","854245$10.50%854.2k","56.92%","-","41.81%","173.8",""
"Danty","569038$7.00%569.0k","46.28%","-","28.35%","115.8",""
"Guliveris","504017$6.20%504.0k","44.99%","-","26.52%","102.5",""
"Pemberstone","365143$4.49%365.1k","36.59%","-","22.70%","74.3",""
"Akecheta","298771$3.67%298.8k","17.59%","-","17.34%","60.8",""
"Furckinstein","266274$3.27%266.3k","18.12%","-","19.75%","54.2",""
"Changó","248772$3.06%248.8k","16.41%","-","15.45%","50.6",""
"Dohvyk","193043$2.37%193.0k","18.49%","62","10.00%","39.3",""
"Hoebowjoe","176077$2.16%176.1k","19.06%","-","12.15%","35.8",""
"Deadstrike","165717$2.04%165.7k","15.94%","-","8.11%","33.7",""
"Stankdik","164550$2.02%164.6k","10.99%","-","8.67%","33.5",""
"Seadub","143966$1.77%144.0k","11.73%","68","6.40%","29.3",""
"Enders","137628$1.69%137.6k","16.59%","-","6.84%","28.0",""
"Kirilov","136636$1.68%136.6k","15.06%","-","7.36%","27.8",""
"Ghazan","133612$1.64%133.6k","23.94%","-","7.90%","27.2",""
"Milku","128627$1.58%128.6k","16.75%","-","5.54%","26.2",""
"Flatzz","120803$1.49%120.8k","19.45%","-","5.33%","24.6",""
"Dietolive","119655$1.47%119.7k","9.48%","-","7.32%","24.3",""
"Necrohealya","117148$1.44%117.1k","9.15%","-","6.62%","23.8",""
"Spicyhot","115929$1.43%115.9k","21.64%","-","7.10%","23.6",""
"Ultimecia","115609$1.42%115.6k","10.65%","-","8.08%","23.5",""
"Eighchbar","113277$1.39%113.3k","8.72%","68","5.77%","23.0",""
"Parisshelton","111363$1.37%111.4k","12.66%","-","6.25%","22.7",""
"Flesharrow","109230$1.34%109.2k","19.56%","-","7.47%","22.2",""
"Valara","108801$1.34%108.8k","13.95%","-","7.67%","22.1",""
"Fossett","103755$1.28%103.8k","7.09%","-","6.34%","21.1",""
"Duhd","103517$1.27%103.5k","10.77%","-","7.24%","21.1",""
"Smitty","102437$1.26%102.4k","5.48%","-","6.12%","20.8",""
"Ratshot","101897$1.25%101.9k","13.63%","-","5.08%","20.7",""
"Pythagorean","101281$1.25%101.3k","11.11%","70","5.41%","20.6",""
"Slecht","99630$1.22%99.6k","15.05%","67","4.73%","20.3",""
"Gonz","86066$1.06%86.1k","18.46%","-","4.27%","17.5",""
"Yunghelga","82452$1.01%82.5k","13.72%","-","3.32%","16.8",""
"Irisviiel","73683$0.91%73.7k","8.66%","61","4.56%","15.0",""
"Ishney","72450$0.89%72.5k","19.62%","71","4.77%","14.7",""
"Wangcake","67923$0.84%67.9k","7.20%","-","2.32%","13.8",""
"Guki","65680$0.81%65.7k","18.88%","-","4.87%","13.4",""
"Mindsculptor","26$0.00%26.0","-","28","0.00%","0.0",""
"Nasharribara","11$0.00%11.0","31.25%","27","0.00%","0.0",""
