"Name","Amount","Mitigated","Ilvl","Active","DTPS",""
"Crox","479062$10.93%479.1k","56.40%","-","41.86%","181.8",""
"Guliveris","437291$9.98%437.3k","47.23%","-","46.78%","165.9",""
"Pemberstone","376012$8.58%376.0k","51.90%","-","41.28%","142.7",""
"Bandakar","278256$6.35%278.3k","41.30%","-","33.07%","105.6",""
"Akecheta","230002$5.25%230.0k","22.67%","-","27.05%","87.3",""
"Buffymctank","203724$4.65%203.7k","21.93%","-","21.36%","77.3",""
"Furckinstein","196859$4.49%196.9k","16.83%","67","22.68%","74.7",""
"Changó","182773$4.17%182.8k","22.72%","-","22.14%","69.3",""
"Dohvyk","151095$3.45%151.1k","14.18%","-","19.49%","57.3",""
"Dïrty","140806$3.21%140.8k","7.50%","-","15.71%","53.4",""
"Pointed","122448$2.79%122.4k","6.96%","-","13.10%","46.5",""
"Ultimecia","118906$2.71%118.9k","9.50%","72","9.64%","45.1",""
"Synergy","115031$2.62%115.0k","6.94%","-","15.54%","43.6",""
"Deadstrike","114544$2.61%114.5k","12.22%","69","16.27%","43.5",""
"Stankdik","99019$2.26%99.0k","9.79%","68","13.16%","37.6",""
"Ghazan","85092$1.94%85.1k","13.88%","70","7.23%","32.3",""
"Seadub","73337$1.67%73.3k","8.03%","69","5.01%","27.8",""
"Paskal","61242$1.40%61.2k","6.09%","62","3.68%","23.2",""
"Eighchbar","60826$1.39%60.8k","6.38%","-","3.39%","23.1",""
"Jiero","57146$1.30%57.1k","19.86%","-","2.44%","21.7",""
"Milku","56541$1.29%56.5k","10.98%","71","4.68%","21.5",""
"Parisshelton","53142$1.21%53.1k","10.16%","68","2.79%","20.2",""
"Grimtide","46861$1.07%46.9k","12.44%","66","2.61%","17.8",""
"Duhd","46704$1.07%46.7k","13.73%","-","2.56%","17.7",""
"Tauraheim","43224$0.99%43.2k","16.08%","-","2.48%","16.4",""
"Dayn","42514$0.97%42.5k","12.98%","64","4.13%","16.1",""
"Vannawight","40604$0.93%40.6k","7.18%","65","1.93%","15.4",""
"Ratshot","39938$0.91%39.9k","3.00%","65","1.79%","15.2",""
"Yunghelga","39275$0.90%39.3k","16.62%","67","2.24%","14.9",""
"Fossett","38783$0.88%38.8k","10.36%","70","3.71%","14.7",""
"Tumblebug","38562$0.88%38.6k","19.21%","69","1.07%","14.6",""
"Dryrun","38343$0.87%38.3k","10.02%","-","1.99%","14.5",""
"Valayra","36954$0.84%37.0k","5.39%","-","2.64%","14.0",""
"Hoebowjoe","36183$0.83%36.2k","12.65%","69","2.67%","13.7",""
"Wangcake","36158$0.82%36.2k","17.82%","70","1.49%","13.7",""
"Slecht","36137$0.82%36.1k","13.47%","69","1.79%","13.7",""
"Shelton","35908$0.82%35.9k","11.56%","68","2.30%","13.6",""
"Daxis","33594$0.77%33.6k","6.18%","-","1.74%","12.7",""
"Ishney","31647$0.72%31.6k","15.40%","-","1.40%","12.0",""
"Irisviiel","28544$0.65%28.5k","9.51%","68","1.60%","10.8",""
