"Parse %","Name","Amount","Overheal","Ilvl","Ilvl %","Active","HPS",""
"59","Milku","40478$12.19%40.5k","47.35%","67","68","83.11%","137.1",""
"45","Necrohealya","37079$11.17%37.1k","45.39%","67","54","79.86%","125.6",""
"42","Pythagorean","31422$9.46%31.4k","51.39%","65","61","60.35%","106.4",""
"48","Eighchbar","30681$9.24%30.7k","46.12%","61","81","66.65%","103.9",""
"28","Deyn","29180$8.79%29.2k","30.53%","64","41","18.64%","98.8",""
"13","Ghazan","25836$7.78%25.8k","30.82%","64","19","21.22%","87.5",""
"22","Gonz","25604$7.71%25.6k","41.97%","66","26","29.88%","86.7",""
"32","Phugoid","25162$7.58%25.2k","51.37%","67","39","58.74%","85.2",""
"9","Takanu","25023$7.54%25.0k","51.24%","-","22","40.15%","84.7",""
"21","Tazdink","16898$5.09%16.9k","27.05%","63","33","14.42%","57.2",""
"10","Shamallama","16628$5.01%16.6k","54.45%","-","11","23.31%","56.3",""
"10","Slecht","16409$4.94%16.4k","47.16%","56","47","57.54%","55.6",""
"74","Hoebowjoe","2202$0.66%2.2k","-","64","71","0.00%","7.5",""
"76","Trike","1261$0.38%1.3k","30.79%","-","78","27.18%","4.3",""
"60","Ultimecia","1251$0.38%1.3k","55.87%","66","60","18.39%","4.2",""
"61","Claudiu","861$0.26%861.0","-","65","57","0.00%","2.9",""
"61","Lachupacabra","848$0.26%848.0","-","61","58","0.00%","2.9",""
"60","Changó","837$0.25%837.0","70.32%","66","59","33.33%","2.8",""
"48","Cavander","813$0.24%813.0","3.79%","65","49","0.00%","2.8",""
"60","Akecheta","798$0.24%798.0","36.77%","63","63","38.41%","2.7",""
"76","Chingu","786$0.24%786.0","-","62","76","0.00%","2.7",""
"54","Mogs","647$0.19%647.0","-","62","51","0.00%","2.2",""
"35","Crox","487$0.15%487.0","44.78%","65","46","1.36%","1.6",""
"32","Muhhgi","329$0.10%329.0","66.12%","64","34","26.35%","1.1",""
"-","Bandakar","230$0.07%230.0","39.95%","-","-","5.13%","0.8",""
"16","Flatzz","163$0.05%163.0","73.84%","64","17","25.97%","0.6",""
"16","Danty","100$0.03%100.0","94.02%","62","21","23.49%","0.3",""
